uv_flux_factor,ratio_min,ratio_median,ratio_max
1.0,0.977461353245963,1.0001037023886674,1.0237124369889448
10.0,0.7173413826879389,0.9980057091849972,1.0515776332556857
100.0,0.08472964269196633,0.9891820382514592,1.0484822357746595
