surface_temperature_k,h_gas_density_cm3,uv_flux_factor,grain_radius_um_mrn,_mrn_weight,n_runs,epsilon_mean,epsilon_std,h2_release_rate_cm2_s_mean,h2_release_rate_cm2_s_std
80.0,1000.0,0.0,0.007135457486209,0.20506341864218,20,0.27155999999999997,0.003189027239902804,3938106.677042322,45694.60960082804
80.0,1000.0,0.0,0.0101829507074994,0.0590618203502633,20,0.271555,0.0030290653413396823,3935165.1861490784,66328.09131820062
80.0,1000.0,0.0,0.014532002371505,0.0170108283875517,20,0.27068,0.0041247137061734005,3926726.2440855866,65256.57615891775
80.0,1000.0,0.0,0.0207384970222728,0.0048994135418557,20,0.27196,0.0025775141022637386,3944384.178719482,41956.51116541414
80.0,1000.0,0.0,0.0295957327660602,0.0014111160554465,20,0.27209,0.002890073756115827,3940611.778748027,47162.62026068587
80.0,1000.0,0.0,0.0422358185850857,0.0004064258925946,20,0.272355,0.0025966527036086085,3943506.442305972,45708.379546656666
80.0,1000.0,0.0,0.0602743775818237,0.0001170577044558,20,0.27345,0.002624479898349782,3962979.8236295795,43185.477696303744
80.0,1000.0,0.0,0.0860170517485636,3.371464865339389e-05,20,0.27263000000000004,0.0025878460866946926,3951603.404566422,54238.746803527174
80.0,1000.0,0.0,0.1227542031681846,9.710403421165916e-06,20,0.272785,0.003117906686426521,3962026.0975189484,55621.747857734874
80.0,1000.0,0.0,0.175181479592011,2.796764562821532e-06,20,0.27303,0.0035924042674861357,3958792.943754767,51527.20289307669
80.0,1000.0,0.0,0.25,8.055166897396681e-07,20,0.272785,0.0030276402136247883,3953430.4006998264,50977.646139051096
100.0,1000.0,0.0,0.0049999999999999,0.7119828920923248,20,0.24813000000000002,0.003964195013525847,3604112.3857744844,56342.02717904387
100.0,1000.0,0.0,0.007135457486209,0.20506341864218,20,0.243845,0.003204679965957675,3537154.5419697827,45670.555100455764
100.0,1000.0,0.0,0.0101829507074994,0.0590618203502633,20,0.248635,0.0025764673897657477,3605580.20805151,37810.608589031996
100.0,1000.0,0.0,0.014532002371505,0.0170108283875517,20,0.250005,0.0027070035871887346,3621463.717615416,39825.18850017615
100.0,1000.0,0.0,0.0207384970222728,0.0048994135418557,20,0.25135,0.0034013155349689353,3642796.2820412507,53434.564839028084
100.0,1000.0,0.0,0.0295957327660602,0.0014111160554465,20,0.253,0.0027449475117213577,3671272.279763146,39365.16407938805
100.0,1000.0,0.0,0.0422358185850857,0.0004064258925946,20,0.25408,0.0026253019876417653,3683680.3311648727,45786.409534118415
100.0,1000.0,0.0,0.0602743775818237,0.0001170577044558,20,0.255055,0.0027101126408907404,3697221.414683831,51120.89901856925
100.0,1000.0,0.0,0.0860170517485636,3.371464865339389e-05,20,0.25579,0.0030006841325201095,3709661.2782615847,39677.47155991441
100.0,1000.0,0.0,0.1227542031681846,9.710403421165916e-06,20,0.254725,0.0021761566797307676,3694558.1219436815,32695.148953208485
100.0,1000.0,0.0,0.175181479592011,2.796764562821532e-06,20,0.25561500000000004,0.0037087769299041775,3711292.5996152596,66301.80348264803
100.0,1000.0,0.0,0.25,8.055166897396681e-07,20,0.25265499999999996,0.003323516685364279,3658483.743491339,54344.71415243238
120.0,1000.0,0.0,0.0049999999999999,0.7119828920923248,20,0.21019000000000002,0.0048399543277531905,3050545.6615618006,77640.31111719884
120.0,1000.0,0.0,0.007135457486209,0.20506341864218,20,0.20514000000000002,0.005743499758308015,2974505.3129155766,86898.11077425891
120.0,1000.0,0.0,0.0101829507074994,0.0590618203502633,20,0.20626000000000003,0.0039398637433024864,2988001.732631962,57435.6554028773
120.0,1000.0,0.0,0.014532002371505,0.0170108283875517,20,0.209825,0.004411453394589082,3043618.4368296005,70704.3914017628
120.0,1000.0,0.0,0.0207384970222728,0.0048994135418557,20,0.21144,0.0042114380591807225,3060763.521842624,60751.11418537498
120.0,1000.0,0.0,0.0295957327660602,0.0014111160554465,20,0.21461999999999998,0.0023818612801535647,3105259.712772207,44765.75027540519
120.0,1000.0,0.0,0.0422358185850857,0.0004064258925946,20,0.21495000000000003,0.0031295703421261854,3112696.2640728774,55425.17683443422
120.0,1000.0,0.0,0.0602743775818237,0.0001170577044558,20,0.21671,0.004501566978637315,3138613.297873433,65669.30722020626
120.0,1000.0,0.0,0.0860170517485636,3.371464865339389e-05,20,0.216805,0.003323041568075534,3139950.6447657337,55508.31985074463
120.0,1000.0,0.0,0.1227542031681846,9.710403421165916e-06,20,0.21598,0.0037421637422331263,3132758.4652172024,59745.46172457013
120.0,1000.0,0.0,0.175181479592011,2.796764562821532e-06,20,0.21505000000000002,0.004089331434225816,3114029.2347149556,67464.08355107153
120.0,1000.0,0.0,0.25,8.055166897396681e-07,20,0.21632500000000002,0.006278105228742017,3135856.6502981307,91676.50290888551
