surface_temperature_k,h_gas_density_cm3,uv_flux_factor,gas_temperature_k,ct_model_variant,gas_flux_h_cm2_s,arrival_rate_per_site_s,sticking_probability,ct_epsilon,ct_h2_release_rate_cm2_s,ct02_epsilon,ct02_h2_release_rate_cm2_s,h2_release_rate_cm2_s_mean,ratio_kmc_over_ct02,log10_ratio_kmc_over_ct02
20.0,10000.0,1.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.9995983777193203,90566855.24249542,0.9995983777193203,90566855.24249542,31923112.605675597,0.352481186635006,-0.4528640581297361
20.0,10000.0,10.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.9995983777193203,90566855.24249542,0.9995983777193203,90566855.24249542,31896365.338274647,0.3521858548899726,-0.45322809092011906
20.0,10000.0,100.0,100.0,erratum2010_approx,362412974.0951857,9.060324352379644e-07,0.5,0.9995983777193203,90566855.24249542,0.9995983777193203,90566855.24249542,31894898.275735214,0.35216965622065255,-0.4532480666073683
30.0,10.0,0.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.9967924221058659,90312.62656273265,0.9967924221058659,90312.62656273265,30880.201446441537,0.34192562681134775,-0.46606834826548804
30.0,10.0,1.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.9967924221058659,90312.62656273265,0.9967924221058659,90312.62656273265,30877.36326726466,0.3418942006499693,-0.4661082658225274
30.0,10.0,10.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.9967924221058659,90312.62656273265,0.9967924221058659,90312.62656273265,30487.37022691231,0.33757594466301205,-0.47162850835067904
30.0,10.0,100.0,100.0,erratum2010_approx,362412.9740951857,9.060324352379644e-10,0.5,0.9967924221058659,90312.62656273265,0.9967924221058659,90312.62656273265,23681.085926765485,0.2622123486832288,-0.5813468594090896
30.0,100.0,0.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.9967924221058659,903126.2656273266,0.9967924221058659,903126.2656273266,308801.7470369335,0.34192533069828795,-0.46606872437161606
30.0,100.0,1.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.9967924221058659,903126.2656273266,0.9967924221058659,903126.2656273266,308086.1970054456,0.341133027275476,-0.4670762317238753
30.0,100.0,10.0,100.0,erratum2010_approx,3624129.740951857,9.060324352379644e-09,0.5,0.9967924221058659,903126.2656273266,0.9967924221058659,903126.2656273266,308851.8375244133,0.3419807941361108,-0.46599828351965705
