er_frac_mean,h2_mean,h2_median,lh_frac_mean,n_conditions,uv_flux_factor
0.0803532800059763,1481.3600000000004,953.0,0.9196467199940236,25,0.0
0.07975323097413609,1473.8680000000002,948.6,0.9202467690258638,25,0.1
0.08098379489116542,1480.6519999999998,952.5,0.9190162051088346,25,1.0
0.07999225235056433,1423.448,943.2,0.9200077476494357,25,10.0
0.07682904997649094,1170.228,886.4,0.9231709500235091,25,100.0
