temperature_k,epsilon_prompt_mean,epsilon_prompt_std,epsilon_prompt_ci95,epsilon_released_total_mean,epsilon_released_total_std,epsilon_released_total_ci95,impinging_atoms_mean,h2_desorbed_mean,h2_released_total_mean,theta_h2_mean,theta_h2_std,theta_h2_ci95,h2_desorbed_LH_mean,h2_desorbed_ER_mean,h2_desorbed_UV_mean,frac_desorbed_LH,frac_desorbed_ER,frac_desorbed_UV
43.5,0.3012088708642079,0.03133410035284813,0.01942107660726801,0.3012088708642079,0.03133410035284813,0.01942107660726801,514.7,77.4,77.4,0.0,0.0,0.0,64.7,12.7,0.0,0.8359173126614987,0.1640826873385013,0.0
44.5,0.2905760356256668,0.02447714114424723,0.015171089258547292,0.2905760356256668,0.02447714114424723,0.015171089258547292,513.2,74.5,74.5,0.0,0.0,0.0,62.7,11.8,0.0,0.8416107382550335,0.15838926174496645,0.0
45.5,0.28432725945456083,0.011679447827448482,0.007238996761777119,0.28432725945456083,0.011679447827448482,0.007238996761777119,517.1,73.5,73.5,0.0,0.0,0.0,61.0,12.5,0.0,0.8299319727891157,0.17006802721088435,0.0
46.5,0.32133517784658266,0.024372811431965364,0.01510642503293291,0.32133517784658266,0.024372811431965364,0.01510642503293291,520.2,83.6,83.6,0.0,0.0,0.0,70.8,12.8,0.0,0.84688995215311,0.15311004784688995,0.0
47.5,0.2833264735267787,0.03611630453883941,0.0223851174701579,0.2833264735267787,0.03611630453883941,0.0223851174701579,518.7,73.5,73.5,0.0,0.0,0.0,62.4,11.1,0.0,0.8489795918367347,0.1510204081632653,0.0
48.5,0.3097059808929679,0.03208505609126154,0.019886523796118567,0.3097059808929679,0.03208505609126154,0.019886523796118567,505.0,78.2,78.2,0.0,0.0,0.0,64.5,13.7,0.0,0.8248081841432225,0.17519181585677748,0.0
49.5,0.3070914838146421,0.03333342892433383,0.020660273294349343,0.3070914838146421,0.03333342892433383,0.020660273294349343,508.7,78.1,78.1,0.0,0.0,0.0,64.9,13.2,0.0,0.8309859154929577,0.16901408450704225,0.0
50.5,0.30442623905394883,0.023182819518832297,0.01436886040376729,0.30442623905394883,0.023182819518832297,0.01436886040376729,511.9,77.9,77.9,0.0,0.0,0.0,63.7,14.2,0.0,0.8177150192554558,0.1822849807445443,0.0
51.5,0.292451419559828,0.0316547371518532,0.01961980935422625,0.292451419559828,0.0316547371518532,0.01961980935422625,509.7,74.6,74.6,0.0,0.0,0.0,63.1,11.5,0.0,0.8458445040214477,0.15415549597855227,0.0
52.5,0.28597435802406823,0.029320048304734694,0.018172754214827575,0.28597435802406823,0.029320048304734694,0.018172754214827575,510.5,73.0,73.0,0.0,0.0,0.0,58.7,14.3,0.0,0.8041095890410959,0.1958904109589041,0.0
