temperature_k,epsilon_prompt_mean,epsilon_prompt_std,epsilon_prompt_ci95,epsilon_released_total_mean,epsilon_released_total_std,epsilon_released_total_ci95,impinging_atoms_mean,h2_desorbed_mean,h2_released_total_mean,theta_h2_mean,theta_h2_std,theta_h2_ci95,h2_desorbed_LH_mean,h2_desorbed_ER_mean,h2_desorbed_UV_mean,frac_desorbed_LH,frac_desorbed_ER,frac_desorbed_UV
48.5,0.30474925177782525,0.028006288261416785,0.012274297012596535,0.30474925177782525,0.028006288261416785,0.012274297012596535,516.1,78.65,78.65,0.0,0.0,0.0,65.35,13.3,0.0,0.8308963763509218,0.1691036236490782,0.0
49.5,0.2826562691046705,0.0353563524841586,0.015495604687840347,0.2826562691046705,0.0353563524841586,0.015495604687840347,510.95,72.35,72.35,0.0,0.0,0.0,61.0,11.35,0.0,0.8431237042156186,0.15687629578438148,0.0
50.5,0.2960318273664654,0.04040432398445433,0.017707975742776345,0.2960318273664654,0.04040432398445433,0.017707975742776345,513.4,75.9,75.9,0.0,0.0,0.0,63.75,12.15,0.0,0.8399209486166008,0.1600790513833992,0.0
51.5,0.2986964109162053,0.029264698882093525,0.01282581978411895,0.2986964109162053,0.029264698882093525,0.01282581978411895,510.85,76.3,76.3,0.0,0.0,0.0,63.2,13.1,0.0,0.8283093053735255,0.17169069462647443,0.0
52.5,0.29557346271173246,0.028135474843252357,0.012330915528434511,0.29557346271173246,0.028135474843252357,0.012330915528434511,510.35,75.45,75.45,0.0,0.0,0.0,62.45,13.0,0.0,0.8277004638833665,0.17229953611663354,0.0
53.5,0.30324397833797684,0.030414164725782424,0.013329595401922247,0.30324397833797684,0.030414164725782424,0.013329595401922247,513.35,77.85,77.85,0.0,0.0,0.0,65.1,12.75,0.0,0.8362235067437379,0.16377649325626203,0.0
54.5,0.2997001249825267,0.030770895016154126,0.013485939344987501,0.2997001249825267,0.030770895016154126,0.013485939344987501,504.55,75.55,75.55,0.0,0.0,0.0,61.55,14.0,0.0,0.814692256783587,0.18530774321641297,0.0
55.5,0.28898720936403544,0.027710382003675753,0.012144610377170338,0.28898720936403544,0.027710382003675753,0.012144610377170338,515.35,74.5,74.5,0.0,0.0,0.0,62.9,11.6,0.0,0.8442953020134228,0.15570469798657718,0.0
56.5,0.2980146010951425,0.02940464427302128,0.012887153555940391,0.2980146010951425,0.02940464427302128,0.012887153555940391,512.9,76.45,76.45,0.0,0.0,0.0,65.05,11.4,0.0,0.8508829300196207,0.14911706998037932,0.0
57.5,0.2954315390037714,0.027395765123633897,0.012006723449964412,0.2954315390037714,0.027395765123633897,0.012006723449964412,502.9,74.45,74.45,0.0,0.0,0.0,62.1,12.35,0.0,0.8341168569509738,0.16588314304902618,0.0
58.5,0.30281888414719893,0.02811226324773807,0.012320742598169022,0.30281888414719893,0.02811226324773807,0.012320742598169022,508.25,77.0,77.0,0.0,0.0,0.0,64.95,12.05,0.0,0.8435064935064935,0.1564935064935065,0.0
59.5,0.3011549164413838,0.026790735371714895,0.01174155746983907,0.3011549164413838,0.026790735371714895,0.01174155746983907,509.45,76.7,76.7,0.0,0.0,0.0,62.75,13.95,0.0,0.818122555410691,0.181877444589309,0.0
60.5,0.3015790548540189,0.030109107040306768,0.013195897976452911,0.3015790548540189,0.030109107040306768,0.013195897976452911,513.9,77.4,77.4,0.0,0.0,0.0,64.35,13.05,0.0,0.8313953488372093,0.1686046511627907,0.0
61.5,0.3043748865992031,0.03369718562018545,0.014768442748643962,0.3043748865992031,0.03369718562018545,0.014768442748643962,517.45,78.8,78.8,0.0,0.0,0.0,65.45,13.35,0.0,0.8305837563451777,0.16941624365482233,0.0
62.5,0.29178429851273563,0.024676506096850983,0.010814955635630374,0.29178429851273563,0.024676506096850983,0.010814955635630374,511.9,74.65,74.65,0.0,0.0,0.0,62.4,12.25,0.0,0.8359008707300737,0.1640991292699263,0.0
63.5,0.29601264254511056,0.03685091023178169,0.01615062350095725,0.29601264254511056,0.03685091023178169,0.01615062350095725,515.45,76.25,76.25,0.0,0.0,0.0,63.45,12.8,0.0,0.8321311475409836,0.1678688524590164,0.0
