rng_seed,grain_radius_um,site_area_angstroms_sq,surface_temperature_k,gas_temperature_k,h_gas_density_cm3,sticking_probability,sticking_temp_model,initial_h_count,initial_h_coverage,uv_flux_factor,uv_mode,uv_stimulated_diffusion_factor,enable_LH,enable_diffusion,use_3d_lattice,porosity_fraction,chemisorption_fraction,surface_defect_fraction,E_phys_mean_meV,heterogeneity_E_bind_sigma_meV,E_chem_mean_eV,heterogeneity_E_chem_sigma_eV,uv_pulse_enabled,uv_defect_creation_rate,uv_pulse_duration,er_cross_section_cm2,er_reaction_probability,diffusion_mode,diffusion_rate_cap_s,lh_formation_mode,lh_exclude_chemisorption,enable_chemisorption_diffusion,lh_diffusion_factor,enable_h2_blocking,E_h2_bind_eV,h2_desorption_prefactor_s,h2_stick_transition_K,h2_stick_prob_lowT,sticking_blocking_strength,er_blocking_strength,beam_dissociation_fraction,h2_beam_stick_probability,enable_grain_cache,grain_cache_dir,arrival_rate_per_site_s,arrival_rate_mode,final_time_mean,final_time_std,final_time_ci95,final_h_atoms_on_surface_mean,final_h_atoms_on_surface_std,final_h_atoms_on_surface_ci95,final_h_surface_coverage_mean,final_h_surface_coverage_std,final_h_surface_coverage_ci95,h2_formed_LH_mean,h2_formed_LH_std,h2_formed_LH_ci95,h2_formed_ER_mean,h2_formed_ER_std,h2_formed_ER_ci95,h2_formed_UV_mean,h2_formed_UV_std,h2_formed_UV_ci95,total_h2_formed_mean,total_h2_formed_std,total_h2_formed_ci95,total_h2_desorbed_mean,total_h2_desorbed_std,total_h2_desorbed_ci95,total_h2_desorbed_LH_mean,total_h2_desorbed_LH_std,total_h2_desorbed_LH_ci95,total_h2_desorbed_ER_mean,total_h2_desorbed_ER_std,total_h2_desorbed_ER_ci95,total_h2_desorbed_UV_mean,total_h2_desorbed_UV_std,total_h2_desorbed_UV_ci95,total_h2_desorbed_beam_mean,total_h2_desorbed_beam_std,total_h2_desorbed_beam_ci95,total_h2_released_formed_mean,total_h2_released_formed_std,total_h2_released_formed_ci95,total_h2_released_beam_mean,total_h2_released_beam_std,total_h2_released_beam_ci95,h2_on_surface_mean,h2_on_surface_std,h2_on_surface_ci95,epsilon_mean,epsilon_std,epsilon_ci95,impinging_h_atoms_mean,impinging_h_atoms_std,impinging_h_atoms_ci95,impinging_h2_molecules_mean,impinging_h2_molecules_std,impinging_h2_molecules_ci95,h2_release_rate_cm2_s_mean,h2_release_rate_cm2_s_std,h2_release_rate_cm2_s_ci95
5300,0.005,25,100.0,100.0,100.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.0,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,200.0,diffusion_limited,False,False,0.5,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,9.060324352379643e-09,gas_kinetic,2250984087.591929,11886791.935766026,4253633.865331841,23.4,14.392526796438732,5.1502995694592775,0.019102040816326535,0.011749001466480596,0.00420432617915043,2145.8333333333335,35.836874992044194,12.824061018108447,140.83333333333334,16.615496160021166,5.945778939976252,0.0,0.0,0.0,2286.6666666666665,34.1783691761358,12.230572333985776,2286.6666666666665,34.1783691761358,12.230572333985776,2145.8333333333335,35.836874992044194,12.824061018108447,140.83333333333334,16.615496160021166,5.945778939976252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22866666666666668,0.0034178369176135802,0.0012230572333985774,20000.0,0.0,0.0,0.0,0.0,0.0,331715.7048166268,5264.2093485953,1883.7731223347453
5300,0.005,25,100.0,100.0,100.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,200.0,diffusion_limited,False,False,0.5,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,9.060324352379643e-09,gas_kinetic,2836357927.5324817,18531388.43140719,6631372.184304371,21.7,16.25263904300065,5.8159321882558785,0.02230215827338129,0.01670363724871598,0.005977319823490111,2107.3,49.30912344761783,17.645043212670565,167.43333333333334,17.878292237608527,6.397664712829032,0.0,0.0,0.0,2274.733333333333,38.97561866827405,13.94724601772433,2274.733333333333,38.97561866827405,13.94724601772433,2107.3,49.30912344761783,17.645043212670565,167.43333333333334,17.878292237608527,6.397664712829032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22747333333333333,0.0038975618668274084,0.0013947246017724344,20000.0,0.0,0.0,0.0,0.0,0.0,329710.54137260455,5979.177279460448,2139.621110571467
