rng_seed,grain_radius_um,site_area_angstroms_sq,surface_temperature_k,gas_temperature_k,h_gas_density_cm3,sticking_probability,sticking_temp_model,initial_h_count,initial_h_coverage,uv_flux_factor,uv_mode,uv_stimulated_diffusion_factor,enable_LH,enable_diffusion,use_3d_lattice,porosity_fraction,chemisorption_fraction,surface_defect_fraction,E_phys_mean_meV,heterogeneity_E_bind_sigma_meV,E_chem_mean_eV,heterogeneity_E_chem_sigma_eV,uv_pulse_enabled,uv_defect_creation_rate,uv_pulse_duration,er_cross_section_cm2,er_reaction_probability,diffusion_mode,lh_formation_mode,lh_exclude_chemisorption,enable_chemisorption_diffusion,enable_h2_blocking,E_h2_bind_eV,h2_desorption_prefactor_s,h2_stick_transition_K,h2_stick_prob_lowT,sticking_blocking_strength,er_blocking_strength,beam_dissociation_fraction,h2_beam_stick_probability,enable_grain_cache,grain_cache_dir,lh_diffusion_factor,diffusion_rate_cap_s,arrival_rate_per_site_s,arrival_rate_mode,final_time_mean,final_time_std,final_time_ci95,final_h_atoms_on_surface_mean,final_h_atoms_on_surface_std,final_h_atoms_on_surface_ci95,final_h_surface_coverage_mean,final_h_surface_coverage_std,final_h_surface_coverage_ci95,h2_formed_LH_mean,h2_formed_LH_std,h2_formed_LH_ci95,h2_formed_ER_mean,h2_formed_ER_std,h2_formed_ER_ci95,h2_formed_UV_mean,h2_formed_UV_std,h2_formed_UV_ci95,total_h2_formed_mean,total_h2_formed_std,total_h2_formed_ci95,total_h2_desorbed_mean,total_h2_desorbed_std,total_h2_desorbed_ci95,total_h2_desorbed_LH_mean,total_h2_desorbed_LH_std,total_h2_desorbed_LH_ci95,total_h2_desorbed_ER_mean,total_h2_desorbed_ER_std,total_h2_desorbed_ER_ci95,total_h2_desorbed_UV_mean,total_h2_desorbed_UV_std,total_h2_desorbed_UV_ci95,total_h2_desorbed_beam_mean,total_h2_desorbed_beam_std,total_h2_desorbed_beam_ci95,total_h2_released_formed_mean,total_h2_released_formed_std,total_h2_released_formed_ci95,total_h2_released_beam_mean,total_h2_released_beam_std,total_h2_released_beam_ci95,h2_on_surface_mean,h2_on_surface_std,h2_on_surface_ci95,epsilon_mean,epsilon_std,epsilon_ci95,impinging_h_atoms_mean,impinging_h_atoms_std,impinging_h_atoms_ci95,impinging_h2_molecules_mean,impinging_h2_molecules_std,impinging_h2_molecules_ci95,h2_release_rate_cm2_s_mean,h2_release_rate_cm2_s_std,h2_release_rate_cm2_s_ci95
6100,0.005,25,50.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.3,500.0,9.060324352379643e-08,gas_kinetic,283464402.8720698,1837152.949995783,569339.5977442418,7.95,4.668223183643612,1.4466973528589977,0.008170606372045221,0.004797762778667638,0.001486842089269268,2699.675,34.01160246980584,10.540304806325876,58.875,7.497649204233523,2.323545561068036,0.0,0.0,0.0,2758.55,33.73117708726316,10.453400079915108,2758.55,33.73117708726316,10.453400079915108,2699.675,34.01160246980584,10.540304806325876,58.875,7.497649204233523,2.323545561068036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27585499999999996,0.0033731177087263178,0.0010453400079915112,20000.0,0.0,0.0,0.0,0.0,0.0,4000758.878240449,51879.61695900571,16077.659865300522
6100,0.005,25,50.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.5,50.0,9.060324352379643e-08,gas_kinetic,283382929.0774139,1758119.3177030832,544846.8213437274,8.15,5.141834452650293,1.5934710057462125,0.008376156217882836,0.005284516395324042,0.0016376885978892214,2701.125,33.73363800916428,10.454162727513538,58.85,7.058546374649453,2.1874661843540135,0.0,0.0,0.0,2759.975,32.59895192589275,10.102519867175053,2759.975,32.59895192589275,10.102519867175053,2701.125,33.73363800916428,10.454162727513538,58.85,7.058546374649453,2.1874661843540135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2759975,0.003259895192589277,0.001010251986717506,20000.0,0.0,0.0,0.0,0.0,0.0,4003961.7246546103,49752.16270972439,15418.354962838324
6100,0.005,25,50.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.5,200.0,9.060324352379643e-08,gas_kinetic,283458774.84606373,1836609.0933630532,569171.0548276001,8.05,4.668223183643612,1.4466973528589977,0.008273381294964027,0.004797762778667637,0.0014868420892692677,2699.3,33.17567845614677,10.281249270594627,58.875,7.497649204233523,2.323545561068036,0.0,0.0,0.0,2758.175,32.816418264221156,10.169913383641438,2758.175,32.816418264221156,10.169913383641438,2699.3,33.17567845614677,10.281249270594627,58.875,7.497649204233523,2.323545561068036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27581749999999994,0.0032816418264221166,0.001016991338364144,20000.0,0.0,0.0,0.0,0.0,0.0,4000297.2792857634,50871.60966755561,15765.27516927465
6100,0.005,25,50.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.5,500.0,9.060324352379643e-08,gas_kinetic,283510337.48945075,1794326.6958924665,556067.6040955198,8.2,4.392300956481431,1.3611881687589085,0.00842754367934224,0.004514183922385849,0.0013989600912218997,2700.975,35.14693516200312,10.892148052846517,58.875,7.4392841535962795,2.3054580444830903,0.0,0.0,0.0,2759.85,34.57325926796975,10.71436405138639,2759.85,34.57325926796975,10.71436405138639,2700.975,35.14693516200312,10.892148052846517,58.875,7.4392841535962795,2.3054580444830903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27598500000000004,0.0034573259267969758,0.0010714364051386393,20000.0,0.0,0.0,0.0,0.0,0.0,4001966.8736675447,51035.12712877064,15815.94975551013
6100,0.005,25,50.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.8,50.0,9.060324352379643e-08,gas_kinetic,283361309.67531466,1889820.0207957658,585661.2920831364,8.525,4.750101213496565,1.472071617195932,0.008761562178828366,0.004881912860736449,0.0015129204698827662,2698.15,33.18985788861812,10.285643522243351,59.025,7.367591889919682,2.2832403817876123,0.0,0.0,0.0,2757.175,32.46764661818095,10.061827930733674,2757.175,32.46764661818095,10.061827930733674,2698.15,33.18985788861812,10.285643522243351,59.025,7.367591889919682,2.2832403817876123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27571749999999995,0.0032467646618180965,0.0010061827930733678,20000.0,0.0,0.0,0.0,0.0,0.0,4000240.2060004235,51466.84369606455,15949.740105825385
6100,0.005,25,50.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.8,200.0,9.060324352379643e-08,gas_kinetic,283467587.0568674,1841286.0454589603,570620.4572983956,7.875,4.592008107738755,1.4230780561326049,0.008093525179856115,0.004719432793153911,0.0014625673752647532,2701.6,35.31383109585629,10.943869638599805,58.9,7.482629456931807,2.318890893155384,0.0,0.0,0.0,2760.5,34.80937097524613,10.787535827554374,2760.5,34.80937097524613,10.787535827554374,2701.6,35.31383109585629,10.943869638599805,58.9,7.482629456931807,2.318890893155384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27605,0.0034809370975246137,0.0010787535827554374,20000.0,0.0,0.0,0.0,0.0,0.0,4003520.1098602624,51605.130210621406,15992.595540682583
6100,0.005,25,50.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.8,500.0,9.060324352379643e-08,gas_kinetic,283505476.5716995,1791273.464665147,555121.3979351748,8.025,4.417259273257512,1.3689228312613964,0.008247687564234326,0.004539834813214298,0.0014069093846468615,2700.95,35.13851710894164,10.889539271174954,58.725,7.161103983074834,2.219249116486394,0.0,0.0,0.0,2759.675,34.44459505067709,10.674490597345642,2759.675,34.44459505067709,10.674490597345642,2700.95,35.13851710894164,10.889539271174954,58.725,7.161103983074834,2.219249116486394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27596750000000003,0.003444459505067709,0.0010674490597345643,20000.0,0.0,0.0,0.0,0.0,0.0,4001782.828442858,50963.566033448085,15793.77274230871
6100,0.005,25,80.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.3,50.0,9.060324352379643e-08,gas_kinetic,283500795.82874906,1863003.6729021044,577350.8197717364,9.875,4.707808570711169,1.4589649914078975,0.010149023638232271,0.004838446629713431,0.0014994501453318573,2643.5,36.30921335362382,11.252341796152296,65.875,9.010499573503267,2.792382747808117,0.0,0.0,0.0,2709.375,35.34205564813537,10.952616517971565,2709.375,35.34205564813537,10.952616517971565,2643.5,36.30921335362382,11.252341796152296,65.875,9.010499573503267,2.792382747808117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27093749999999994,0.003534205564813531,0.0010952616517971546,20000.0,0.0,0.0,0.0,0.0,0.0,3928985.8050582693,57467.58676324698,17809.38964890999
6100,0.005,25,80.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.3,200.0,9.060324352379643e-08,gas_kinetic,283926116.90831554,2031370.076111996,629528.1086999035,9.8,5.653226897885345,1.7519531664504895,0.010071942446043165,0.005810099586726973,0.0018005685163931034,2636.875,36.228751508952605,11.227406412150122,65.225,8.213458311569946,2.5453771016773894,0.0,0.0,0.0,2702.1,34.71333151132839,10.757772889332696,2702.1,34.71333151132839,10.757772889332696,2636.875,36.228751508952605,11.227406412150122,65.225,8.213458311569946,2.5453771016773894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27020999999999995,0.0034713331511328355,0.0010757772889332684,20000.0,0.0,0.0,0.0,0.0,0.0,3912592.1871445044,57319.13405859408,17763.383679101476
6100,0.005,25,80.0,100.0,1000.0,0.5,constant,0,0.0,0.0,continuous,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,False,0.5,1e-06,1.1e-15,0.9,rate_only,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,True,grain_cache,0.3,500.0,9.060324352379643e-08,gas_kinetic,283635144.00888425,1647941.5154810583,510702.3666876378,8.575,5.037742168258133,1.5612124726043488,0.008812949640287771,0.0051775356302755735,0.001604534915317933,2634.45,33.86470062938618,10.4947794543226,64.225,8.15078256428525,2.5259536863610594,0.0,0.0,0.0,2698.675,34.279684871244,10.623384403262794,2698.675,34.279684871244,10.623384403262794,2634.45,33.86470062938618,10.4947794543226,64.225,8.15078256428525,2.5259536863610594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698675,0.0034279684871244,0.0010623384403262793,20000.0,0.0,0.0,0.0,0.0,0.0,3911524.647829945,50620.35545601371,15687.410682416797
