rng_seed,grain_radius_um,site_area_angstroms_sq,surface_temperature_k,gas_temperature_k,h_gas_density_cm3,sticking_probability,sticking_temp_model,initial_h_count,initial_h_coverage,uv_flux_factor,uv_stimulated_diffusion_factor,enable_LH,enable_diffusion,use_3d_lattice,porosity_fraction,chemisorption_fraction,surface_defect_fraction,E_phys_mean_meV,heterogeneity_E_bind_sigma_meV,E_chem_mean_eV,heterogeneity_E_chem_sigma_eV,uv_pulse_enabled,uv_defect_creation_rate,uv_pulse_duration,er_cross_section_cm2,er_reaction_probability,enable_h2_blocking,E_h2_bind_eV,h2_desorption_prefactor_s,h2_stick_transition_K,h2_stick_prob_lowT,sticking_blocking_strength,er_blocking_strength,beam_dissociation_fraction,h2_beam_stick_probability,diffusion_mode,diffusion_rate_cap_s,enable_chemisorption_diffusion,lh_exclude_chemisorption,lh_formation_mode,enable_grain_cache,grain_cache_dir,gas_flux_h_cm2_s,arrival_rate_per_site_s,run_id,final_time,final_h_atoms_on_surface,h2_formed_LH,h2_formed_ER,h2_formed_UV,total_h2_formed,total_h2_desorbed,total_h2_desorbed_LH,total_h2_desorbed_ER,total_h2_desorbed_UV,total_h2_desorbed_beam,total_h2_released_formed,total_h2_released_beam,total_h2_released_formed_gas,total_h2_released_total_gas,h2_on_surface,impinging_h_atoms,impinging_h2_molecules,epsilon,adsorption_rate_s,adsorption_rate_cm2_s,h2_release_rate_s,h2_release_rate_cm2_s
1238,0.005,25,10.0,100.0,1000.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,4,66835937.57506443,2,828,5,0,833,459,458,1,0,0,0,0,459.0,459.0,484,5000,0,0.1836,2.5151139656147473e-05,8005856.401340923,6.8675628210420525e-06,2186013.1399259274
1234,0.005,25,10.0,100.0,1000.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,0,69281038.48453577,1,835,3,0,838,448,445,3,0,0,0,0,448.0,448.0,482,5000,0,0.1792,2.4581040314228644e-05,7824388.144701288,6.466415772621511e-06,2058324.0686002213
1235,0.005,25,10.0,100.0,1000.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,1,67740222.71811555,4,839,2,0,841,475,473,2,0,0,0,0,475.0,475.0,481,5000,0,0.19,2.506634805536164e-05,7978866.396545443,7.012082053178314e-06,2232015.0402585897
1236,0.005,25,10.0,100.0,1000.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,2,67056741.42192411,4,829,1,0,830,437,436,1,0,0,0,0,437.0,437.0,504,5000,0,0.1748,2.4934107511722034e-05,7936772.924150638,6.516869008745532e-06,2074383.8324484625
1237,0.005,25,10.0,100.0,1000.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,3,68144604.65511115,2,825,2,0,827,437,435,2,0,0,0,0,437.0,437.0,488,5000,0,0.1748,2.4594757112209507e-05,7828754.337105382,6.412833447515247e-06,2041268.2847941837
1238,0.005,25,10.0,100.0,1000.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,4,68840505.33168903,1,839,2,0,841,482,481,1,0,0,0,0,482.0,482.0,458,5000,0,0.1928,2.468023719195314e-05,7855963.491559559,7.0016917754687545e-06,2228707.7121434417
1234,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,0,6817562809.906543,5,680,15,0,695,695,680,15,0,0,0,0,695.0,695.0,0,5000,0,0.278,3.625929190425584e-07,115416.91079148515,1.0194258848486169e-07,32449.33373789732
1235,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,1,6638028898.810404,6,714,15,0,729,729,714,15,0,0,0,0,729.0,729.0,0,5000,0,0.2916,3.796307666650272e-07,120840.22612900996,1.0982175749952574e-07,34957.351130177885
1236,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,2,6825234692.632423,7,697,17,0,714,714,697,17,0,0,0,0,714.0,714.0,0,5000,0,0.2856,3.6306443830787316e-07,115567.00003516096,1.046117873090482e-07,33298.96611182604
1237,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,3,6814643850.052686,7,717,15,0,732,732,717,15,0,0,0,0,732.0,732.0,0,5000,0,0.2928,3.7346045604134164e-07,118876.15525666597,1.0741573824057449e-07,34191.4914137051
1238,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,4,6974080507.366929,10,700,8,0,708,708,700,8,0,0,0,0,708.0,708.0,0,5000,0,0.2832,3.5933052355114594e-07,114378.45805392714,1.0151875924749054e-07,32314.424701588352
1234,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,0,6845054853.963915,10,667,20,0,687,687,667,20,0,0,0,0,687.0,687.0,0,5000,0,0.2748,3.5967571517330884e-07,114488.3359598894,1.0036442580181281e-07,31946.98895387653
1235,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,1,6799012118.307462,4,725,10,0,735,735,725,10,0,0,0,0,735.0,735.0,0,5000,0,0.294,3.6784755733346097e-07,117089.51410779935,1.0810394027992556e-07,34410.552926522396
1236,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,2,6830023195.711787,9,709,9,0,718,718,709,9,0,0,0,0,718.0,718.0,0,5000,0,0.2872,3.710089888993299e-07,118095.82902970891,1.0512409393437997e-07,33462.0383754266
1237,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,3,6929311288.513773,12,702,15,0,717,717,702,15,0,0,0,0,717.0,717.0,0,5000,0,0.2868,3.66270166590302e-07,116587.41503987704,1.0347348677905696e-07,32936.63379968158
1238,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,4,6860729899.047593,9,718,10,0,728,728,718,10,0,0,0,0,728.0,728.0,0,5000,0,0.2912,3.645384728448775e-07,116036.19980086578,1.0611115882889676e-07,33776.23088965625
1234,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,0,6795544613.337131,1,702,10,0,712,712,702,10,0,0,0,0,712.0,712.0,0,5000,0,0.2848,3.6685801386796386e-07,116774.53263992303,1.047745310364983e-07,33350.7690491878
1235,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,1,6732511193.183878,5,706,11,0,717,717,706,11,0,0,0,0,717.0,717.0,0,5000,0,0.2868,3.7088686945340846e-07,118056.95720277683,1.0649815194156742e-07,33899.41462330436
1236,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,2,6785669331.508442,4,710,9,0,719,719,710,9,0,0,0,0,719.0,719.0,0,5000,0,0.2876,3.7520248565280865e-07,119430.66050402084,1.0595859669456772e-07,33727.66885404202
1237,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,3,6745122767.700157,8,667,15,0,682,682,667,15,0,0,0,0,682.0,682.0,0,5000,0,0.2728,3.648562205249693e-07,116137.34202875098,1.011100944323564e-07,32184.342650795683
1238,0.005,25,20.0,100.0,10.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,362412.9740951857,9.060324352379643e-10,4,6808826615.863613,16,711,6,0,717,717,711,6,0,0,0,0,717.0,717.0,0,5000,0,0.2868,3.70254691774119e-07,117855.72879763428,1.0530448790243686e-07,33519.45955886703
1234,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,0,681757249.6828372,5,680,15,0,695,695,680,15,0,0,0,0,695.0,695.0,0,5000,0,0.278,3.62592403843158e-06,1154167.4679842263,1.019424436371338e-06,324492.8763143355
1235,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,1,663804169.4165096,6,714,15,0,729,729,714,15,0,0,0,0,729.0,729.0,0,5000,0,0.2916,3.796300348964522e-06,1208399.9319983814,1.098215458093308e-06,349572.83747096034
1236,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,2,682525038.2083808,7,697,17,0,714,714,697,17,0,0,0,0,714.0,714.0,0,5000,0,0.2856,3.63063603718439e-06,1155667.3437709315,1.046115468341265e-06,332988.89566281077
1237,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,3,681465360.0330893,7,717,15,0,732,732,717,15,0,0,0,0,732.0,732.0,0,5000,0,0.2928,3.7345992170114483e-06,1188759.8517089875,1.074155845521564e-06,341914.42493162234
1238,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,4,697409407.7209435,10,700,8,0,708,708,700,8,0,0,0,0,708.0,708.0,0,5000,0,0.2832,3.5932982438383357e-06,1143782.355020595,1.0151856171737996e-06,323143.6182580133
1234,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,0,675731617.431538,10,663,18,0,681,681,663,18,0,0,0,0,681.0,681.0,0,5000,0,0.2724,3.615340672212239e-06,1150798.6778875068,1.0077965606944473e-06,320791.6085310651
1235,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,1,680463350.6888252,8,672,15,0,687,687,672,15,0,0,0,0,687.0,687.0,0,5000,0,0.2748,3.6254707876664983e-06,1154023.1937847806,1.0096061739468523e-06,321367.6263194748
1236,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,2,682442834.5137292,11,708,7,0,715,715,708,7,0,0,0,0,715.0,715.0,0,5000,0,0.286,3.6823597126499598e-06,1172131.5010213845,1.0477068024451737e-06,333495.4330403064
1237,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,3,687277709.5886949,4,712,18,0,730,730,712,18,0,0,0,0,730.0,730.0,0,5000,0,0.292,3.6608200220922543e-06,1165275.204571527,1.0621616121332851e-06,338096.5418669375
1238,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,4,672331929.3442004,4,701,6,0,707,707,701,6,0,0,0,0,707.0,707.0,0,5000,0,0.2828,3.6678311595365733e-06,1167506.9189334475,1.051563921245887e-06,334723.19208675885
1234,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,0,684506450.5005258,10,667,20,0,687,687,667,20,0,0,0,0,687.0,687.0,0,5000,0,0.2748,3.5967520805680248e-06,1144881.7453969198,1.0036428429529785e-06,319469.43910953857
1235,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,1,679902893.1486254,4,725,10,0,735,735,725,10,0,0,0,0,735.0,735.0,0,5000,0,0.294,3.678466476908029e-06,1170892.2455954838,1.0810367295191529e-06,344104.6783337387
1236,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,2,683003593.7961925,9,709,9,0,718,718,709,9,0,0,0,0,718.0,718.0,0,5000,0,0.2872,3.7100829673762194e-06,1180956.0870779443,1.0512389781279106e-06,334619.7594798595
1237,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,3,692932206.3824862,12,702,15,0,717,717,702,15,0,0,0,0,717.0,717.0,0,5000,0,0.2868,3.662695970288137e-06,1165872.3374282452,1.034733258745703e-06,329365.8258219274
1238,0.005,25,20.0,100.0,100.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,3624129.740951857,9.060324352379643e-09,4,686074093.2002612,9,718,10,0,728,728,718,10,0,0,0,0,728.0,728.0,0,5000,0,0.2912,3.6453788662006393e-06,1160360.1319971208,1.0611098818848723e-06,337761.7657312691
1234,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,0,68176693.08327937,5,680,15,0,695,695,680,15,0,0,0,0,695.0,695.0,0,5000,0,0.278,3.625872549993582e-05,11541510.787053876,1.0194099604553154e-05,3244882.684871539
1235,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,1,66381693.23036784,6,714,15,0,729,729,714,15,0,0,0,0,729.0,729.0,0,5000,0,0.2916,3.796227359333413e-05,12083766.986772105,1.0981943432357373e-05,3495661.164030502
1236,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,2,68254067.17482974,7,697,17,0,714,714,697,17,0,0,0,0,714.0,714.0,0,5000,0,0.2856,3.630552877754104e-05,11556408.73302142,1.0460915071494874e-05,3329812.685785833
1237,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,3,68147510.24789137,7,717,15,0,732,732,717,15,0,0,0,0,732.0,732.0,0,5000,0,0.2928,3.7345458267549073e-05,11887428.570625046,1.0741404892670304e-05,3419095.3688398954
1238,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,0.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,4,69742294.66437982,10,700,8,0,708,708,700,8,0,0,0,0,708.0,708.0,0,5000,0,0.2832,3.593228487906227e-05,11437601.510177849,1.0151659095920226e-05,3231373.451399009
1234,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,0,67499245.25394838,2,702,15,0,717,717,702,15,0,0,0,0,717.0,717.0,0,5000,0,0.2868,3.740782568012936e-05,11907280.734625056,1.0622340995110001e-05,3381196.153158877
1235,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,1,67774806.22200742,7,697,12,0,709,709,697,12,0,0,0,0,709.0,709.0,0,5000,0,0.2836,3.694588209957753e-05,11760239.52607627,1.0461114380431498e-05,3329876.127790765
1236,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,2,68215378.42574748,7,697,17,0,714,714,697,17,0,0,0,0,714.0,714.0,0,5000,0,0.2856,3.632611966958896e-05,11562963.017525617,1.0466848040390038e-05,3331701.208439585
1237,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,3,67015645.30664125,26,689,18,0,707,707,689,18,0,0,0,0,707.0,707.0,0,5000,0,0.2828,3.8304488276644416e-05,12192697.303667024,1.0549775306422907e-05,3358097.7770520397
1238,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,1.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,4,68767669.4310411,6,713,11,0,724,724,713,11,0,0,0,0,724.0,724.0,0,5000,0,0.2896,3.6339751233040536e-05,11567302.078936394,1.0528203238383893e-05,3351231.174529792
1234,0.005,25,20.0,100.0,1000.0,0.5,constant,0,0.0,10.0,2.0,True,True,True,0.2,0.4,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,0.9,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,rate_only,200.0,False,False,diffusion_limited,True,grain_cache,36241297.40951857,9.060324352379643e-08,0,67574109.11946948,10,663,18,0,681,681,663,18,0,0,0,0,681.0,681.0,0,5000,0,0.2724,3.615289985815177e-05,11507825.439062266,1.0077824315759865e-05,3207871.11092976
