temperature_k,epsilon_prompt_mean,epsilon_prompt_std,epsilon_prompt_ci95,epsilon_released_total_mean,epsilon_released_total_std,epsilon_released_total_ci95,impinging_atoms_mean,h2_desorbed_mean,h2_released_total_mean,theta_h2_mean,theta_h2_std,theta_h2_ci95,h2_desorbed_LH_mean,h2_desorbed_ER_mean,h2_desorbed_UV_mean,frac_desorbed_LH,frac_desorbed_ER,frac_desorbed_UV
24.5,0.3161276203945701,0.017673048523638893,0.015491110044455473,0.3161276203945701,0.017673048523638893,0.015491110044455473,507.8,80.2,80.2,0.0,0.0,0.0,67.4,12.8,0.0,0.8403990024937655,0.1596009975062344,0.0
25.5,0.29618452829026637,0.032187810926544526,0.028213860245236307,0.29618452829026637,0.032187810926544526,0.028213860245236307,515.8,76.4,76.4,0.0,0.0,0.0,66.0,10.4,0.0,0.8638743455497382,0.13612565445026178,0.0
26.5,0.30769755297995405,0.030829448127488796,0.02702320275497247,0.30769755297995405,0.030829448127488796,0.02702320275497247,505.0,77.8,77.8,0.0,0.0,0.0,67.0,10.8,0.0,0.8611825192802056,0.13881748071979436,0.0
27.5,0.2853744141607578,0.01857997660685253,0.016286067559605034,0.2853744141607578,0.01857997660685253,0.016286067559605034,506.2,72.2,72.2,0.0,0.0,0.0,62.6,9.6,0.0,0.8670360110803325,0.1329639889196676,0.0
28.5,0.30063229239407746,0.03927468114174648,0.03442577587640908,0.30063229239407746,0.03927468114174648,0.03442577587640908,527.4,79.0,79.0,0.0,0.0,0.0,64.4,14.6,0.0,0.8151898734177215,0.1848101265822785,0.0
29.5,0.318864341752913,0.02704545220622619,0.023706384089214622,0.318864341752913,0.02704545220622619,0.023706384089214622,520.8,83.0,83.0,0.0,0.0,0.0,69.4,13.6,0.0,0.8361445783132531,0.163855421686747,0.0
30.5,0.2894716766257739,0.04175061460303952,0.03659602724307837,0.2894716766257739,0.04175061460303952,0.03659602724307837,512.8,74.4,74.4,0.0,0.0,0.0,60.8,13.6,0.0,0.8172043010752689,0.1827956989247312,0.0
31.5,0.30784961944169575,0.02824595955312823,0.024758675174997684,0.30784961944169575,0.02824595955312823,0.024758675174997684,519.8,80.0,80.0,0.0,0.0,0.0,70.4,9.6,0.0,0.88,0.12,0.0
32.5,0.3005187842741694,0.01748667521801061,0.01532774663926961,0.3005187842741694,0.01748667521801061,0.01532774663926961,522.0,78.6,78.6,0.0,0.0,0.0,66.8,11.8,0.0,0.8498727735368957,0.15012722646310434,0.0
33.5,0.30850409764605563,0.023839746213902103,0.02089645889544631,0.30850409764605563,0.023839746213902103,0.02089645889544631,532.4,82.0,82.0,0.0,0.0,0.0,70.6,11.4,0.0,0.8609756097560975,0.13902439024390245,0.0
34.5,0.3021346918850506,0.012125430367746423,0.010628408331018739,0.3021346918850506,0.012125430367746423,0.010628408331018739,505.8,76.4,76.4,0.0,0.0,0.0,63.2,13.2,0.0,0.8272251308900523,0.17277486910994763,0.0
