temperature_k,epsilon_mean,epsilon_std,epsilon_ci95,impinging_atoms_mean,h2_desorbed_mean,theta_h2_mean,theta_h2_std,theta_h2_ci95,h2_desorbed_LH_mean,h2_desorbed_ER_mean,h2_desorbed_UV_mean,frac_desorbed_LH,frac_desorbed_ER,frac_desorbed_UV
39.5,0.25500346203996527,0.025263653064673534,0.022144568280131716,525.2,67.0,0.0,0.0,0.0,23.2,43.8,0.0,0.34626865671641793,0.6537313432835821,0.0
40.5,0.2677300055814517,0.02019148893566702,0.01769862039621784,536.0,71.8,0.0,0.0,0.0,22.0,49.8,0.0,0.3064066852367688,0.6935933147632312,0.0
41.5,0.285022502946831,0.033249590049382036,0.029144550681172176,521.0,73.8,0.0,0.0,0.0,23.2,50.6,0.0,0.3143631436314363,0.6856368563685636,0.0
42.5,0.25822492191133223,0.016916116020760312,0.014827629452375772,520.2,67.2,0.0,0.0,0.0,23.0,44.2,0.0,0.34226190476190477,0.6577380952380952,0.0
43.5,0.256366527906414,0.026275368425379555,0.023031375893736116,523.2,67.0,0.0,0.0,0.0,24.0,43.0,0.0,0.3582089552238806,0.6417910447761194,0.0
44.5,0.3016590186693417,0.026274791831076408,0.02303087048654566,527.4,79.6,0.0,0.0,0.0,24.0,55.6,0.0,0.3015075376884422,0.6984924623115578,0.0
45.5,0.2957727934126343,0.01893026014553913,0.016593104618734776,502.4,74.2,0.0,0.0,0.0,20.8,53.4,0.0,0.2803234501347709,0.7196765498652291,0.0
46.5,0.25166482722808386,0.020677319722068706,0.01812446985648873,505.4,63.6,0.0,0.0,0.0,22.2,41.4,0.0,0.3490566037735849,0.6509433962264151,0.0
47.5,0.25739343435590667,0.017075837885658616,0.014967631839758785,498.6,64.2,0.0,0.0,0.0,19.2,45.0,0.0,0.29906542056074764,0.7009345794392523,0.0
48.5,0.27422557374820505,0.02303119846331336,0.020187735543964885,537.2,73.6,0.0,0.0,0.0,23.4,50.2,0.0,0.3179347826086957,0.6820652173913043,0.0
49.5,0.27799670982576424,0.036209100799842096,0.03173867623069486,495.8,68.8,0.0,0.0,0.0,22.8,46.0,0.0,0.3313953488372093,0.6686046511627907,0.0
50.5,0.29152508083142015,0.026055642632202343,0.022838777744234026,525.8,76.4,0.0,0.0,0.0,22.4,54.0,0.0,0.2931937172774869,0.7068062827225131,0.0
51.5,0.2826094325992116,0.015210077014546053,0.013332220329832554,517.2,73.2,0.0,0.0,0.0,24.6,48.6,0.0,0.3360655737704918,0.6639344262295082,0.0
52.5,0.2744001128801514,0.03445495655193393,0.030201101004675004,505.2,69.4,0.0,0.0,0.0,23.0,46.4,0.0,0.3314121037463977,0.6685878962536023,0.0
53.5,0.2692350568225705,0.004359923560069525,0.0038216414991511915,524.6,70.6,0.0,0.0,0.0,21.0,49.6,0.0,0.29745042492917845,0.7025495750708215,0.0
54.5,0.28619161167493196,0.009534053993661083,0.008356966789743975,519.8,74.4,0.0,0.0,0.0,22.8,51.6,0.0,0.3064516129032258,0.6935483870967742,0.0
55.5,0.2738590527766186,0.01669894042689206,0.014637266651125998,508.0,69.6,0.0,0.0,0.0,23.8,45.8,0.0,0.34195402298850575,0.6580459770114943,0.0
56.5,0.2646620507527797,0.01929909539287699,0.016916402967468575,517.8,68.6,0.0,0.0,0.0,24.0,44.6,0.0,0.3498542274052478,0.6501457725947521,0.0
57.5,0.2772417186771348,0.013453271702757091,0.011792312578478566,512.4,71.0,0.0,0.0,0.0,21.0,50.0,0.0,0.29577464788732394,0.704225352112676,0.0
58.5,0.28120812107447557,0.039586285398635825,0.034698909050198366,504.2,70.8,0.0,0.0,0.0,25.6,45.2,0.0,0.3615819209039548,0.6384180790960452,0.0
59.5,0.27980553136505937,0.020341480511183393,0.017830093808909347,492.8,69.0,0.0,0.0,0.0,22.6,46.4,0.0,0.32753623188405795,0.672463768115942,0.0
60.5,0.29735808100815897,0.04510038812832512,0.03953223319729131,482.2,71.8,0.0,0.0,0.0,21.2,50.6,0.0,0.29526462395543174,0.7047353760445683,0.0
61.5,0.2797040385951953,0.020869282220798424,0.018292732405434557,506.4,70.8,0.0,0.0,0.0,22.8,48.0,0.0,0.3220338983050847,0.6779661016949152,0.0
62.5,0.2826552586163501,0.02339336450361419,0.020505188074984686,514.6,72.6,0.0,0.0,0.0,25.8,46.8,0.0,0.35537190082644626,0.6446280991735537,0.0
63.5,0.28230206242689093,0.01921194759137603,0.01684001455143622,506.8,71.6,0.0,0.0,0.0,21.4,50.2,0.0,0.2988826815642458,0.7011173184357542,0.0
64.5,0.2838182747809065,0.01299154048910075,0.011387587325099495,518.6,73.6,0.0,0.0,0.0,22.8,50.8,0.0,0.30978260869565216,0.6902173913043478,0.0
65.5,0.2618120718880565,0.03481607756449936,0.030517637528497347,533.6,70.0,0.0,0.0,0.0,19.8,50.2,0.0,0.28285714285714286,0.7171428571428572,0.0
66.5,0.27162603115125705,0.02140341515321268,0.01876092056342719,519.8,70.6,0.0,0.0,0.0,24.0,46.6,0.0,0.33994334277620397,0.660056657223796,0.0
67.5,0.27615489601803545,0.01800540771011971,0.015782435716151188,509.2,70.2,0.0,0.0,0.0,19.8,50.4,0.0,0.28205128205128205,0.717948717948718,0.0
68.5,0.2760984083770401,0.024408453583152204,0.021394952883530043,508.4,70.2,0.0,0.0,0.0,22.6,47.6,0.0,0.32193732193732194,0.6780626780626781,0.0
69.5,0.2861470220206613,0.022762097249386284,0.019951857929954776,520.0,74.4,0.0,0.0,0.0,22.0,52.4,0.0,0.2956989247311828,0.7043010752688172,0.0
70.5,0.27970972827422524,0.019114505086413703,0.01675460242995872,529.2,74.0,0.0,0.0,0.0,23.8,50.2,0.0,0.3216216216216216,0.6783783783783783,0.0
71.5,0.2645108530867411,0.012773875411504364,0.011196795472444848,538.4,71.2,0.0,0.0,0.0,22.4,48.8,0.0,0.3146067415730337,0.6853932584269663,0.0
72.5,0.27242853161950664,0.02773860978667249,0.024313963497061525,527.4,71.8,0.0,0.0,0.0,23.0,48.8,0.0,0.3203342618384401,0.6796657381615598,0.0
73.5,0.2848038853483846,0.027657199728924654,0.024242604435176396,518.8,74.0,0.0,0.0,0.0,23.4,50.6,0.0,0.3162162162162162,0.6837837837837838,0.0
74.5,0.27169339720152685,0.037763509580460694,0.03310117560042287,527.8,72.0,0.0,0.0,0.0,23.4,48.6,0.0,0.325,0.675,0.0
75.5,0.26543459561835075,0.024986398453454912,0.021901543898289754,509.6,67.6,0.0,0.0,0.0,22.6,45.0,0.0,0.3343195266272189,0.665680473372781,0.0
76.5,0.26717719042823634,0.02575084214443771,0.022571608337029037,528.0,70.6,0.0,0.0,0.0,24.4,46.2,0.0,0.34560906515580736,0.6543909348441926,0.0
77.5,0.28585048981635414,0.01968680594033191,0.017256246246232097,531.6,76.0,0.0,0.0,0.0,22.8,53.2,0.0,0.3,0.7,0.0
78.5,0.2744020198237451,0.02584068047190989,0.022650355103056408,514.0,70.6,0.0,0.0,0.0,23.4,47.2,0.0,0.3314447592067989,0.6685552407932012,0.0
79.5,0.27284673043869795,0.01763650205011473,0.015459075647993408,502.6,68.6,0.0,0.0,0.0,21.2,47.4,0.0,0.30903790087463556,0.6909620991253644,0.0
