rng_seed,grain_radius_um,site_area_angstroms_sq,surface_temperature_k,gas_temperature_k,h_gas_density_cm3,sticking_probability,sticking_temp_model,initial_h_count,initial_h_coverage,uv_flux_factor,uv_mode,uv_stimulated_diffusion_factor,enable_LH,enable_diffusion,use_3d_lattice,porosity_fraction,surface_defect_fraction,E_phys_mean_meV,heterogeneity_E_bind_sigma_meV,E_chem_mean_eV,heterogeneity_E_chem_sigma_eV,uv_pulse_enabled,uv_defect_creation_rate,uv_pulse_duration,er_cross_section_cm2,diffusion_mode,diffusion_rate_cap_s,lh_formation_mode,lh_exclude_chemisorption,enable_chemisorption_diffusion,enable_h2_blocking,E_h2_bind_eV,h2_desorption_prefactor_s,h2_stick_transition_K,h2_stick_prob_lowT,sticking_blocking_strength,er_blocking_strength,beam_dissociation_fraction,h2_beam_stick_probability,enable_grain_cache,grain_cache_dir,chemisorption_fraction,er_reaction_probability,arrival_rate_per_site_s,arrival_rate_mode,final_time_mean,final_time_std,final_time_ci95,final_h_atoms_on_surface_mean,final_h_atoms_on_surface_std,final_h_atoms_on_surface_ci95,final_h_surface_coverage_mean,final_h_surface_coverage_std,final_h_surface_coverage_ci95,h2_formed_LH_mean,h2_formed_LH_std,h2_formed_LH_ci95,h2_formed_ER_mean,h2_formed_ER_std,h2_formed_ER_ci95,h2_formed_UV_mean,h2_formed_UV_std,h2_formed_UV_ci95,total_h2_formed_mean,total_h2_formed_std,total_h2_formed_ci95,total_h2_desorbed_mean,total_h2_desorbed_std,total_h2_desorbed_ci95,total_h2_desorbed_LH_mean,total_h2_desorbed_LH_std,total_h2_desorbed_LH_ci95,total_h2_desorbed_ER_mean,total_h2_desorbed_ER_std,total_h2_desorbed_ER_ci95,total_h2_desorbed_UV_mean,total_h2_desorbed_UV_std,total_h2_desorbed_UV_ci95,total_h2_desorbed_beam_mean,total_h2_desorbed_beam_std,total_h2_desorbed_beam_ci95,total_h2_released_formed_mean,total_h2_released_formed_std,total_h2_released_formed_ci95,total_h2_released_beam_mean,total_h2_released_beam_std,total_h2_released_beam_ci95,h2_on_surface_mean,h2_on_surface_std,h2_on_surface_ci95,epsilon_mean,epsilon_std,epsilon_ci95,impinging_h_atoms_mean,impinging_h_atoms_std,impinging_h_atoms_ci95,impinging_h2_molecules_mean,impinging_h2_molecules_std,impinging_h2_molecules_ci95,h2_release_rate_cm2_s_mean,h2_release_rate_cm2_s_std,h2_release_rate_cm2_s_ci95
4000,0.005,25,200.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.3,9.060324352379643e-08,gas_kinetic,281150094.7340777,3602569.3952822513,998581.2896468862,331.64,9.226757893458014,2.5575268053336213,0.3381674494208329,0.007440612535383742,0.002062432571340978,0.0,0.0,0.0,888.14,24.10606664264396,6.681860770773362,0.0,0.0,0.0,888.14,24.10606664264396,6.681860770773362,888.14,24.10606664264396,6.681860770773362,0.0,0.0,0.0,888.14,24.10606664264396,6.681860770773362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088814,0.0024106066642643966,0.0006681860770773365,20000.0,0.0,0.0,0.0,0.0,0.0,1288828.8286141048,38160.14704807636,10577.453109518077
4000,0.005,25,250.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.3,9.060324352379643e-08,gas_kinetic,281150080.385934,3602571.7594105364,998581.944949814,331.64,9.226757893458014,2.5575268053336213,0.3381674494208329,0.007440612535383742,0.002062432571340978,0.0,0.0,0.0,888.14,24.10606664264396,6.681860770773362,0.0,0.0,0.0,888.14,24.10606664264396,6.681860770773362,888.14,24.10606664264396,6.681860770773362,0.0,0.0,0.0,888.14,24.10606664264396,6.681860770773362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088814,0.0024106066642643966,0.0006681860770773365,20000.0,0.0,0.0,0.0,0.0,0.0,1288828.894629434,38160.151750671954,10577.454413011073
4000,0.005,25,100.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.6,9.060324352379643e-08,gas_kinetic,281468769.9281915,3670611.3856939166,1017441.5671544896,17.22,10.463327601188636,2.900286441026127,0.017542380984937166,0.010634506506151921,0.0029477348127084128,2311.74,48.201875651540064,13.360878270532966,79.06,10.986838136829812,3.0453961581377222,0.0,0.0,0.0,2390.8,42.02574526770611,11.648942269579672,2390.8,42.02574526770611,11.648942269579672,2311.74,48.201875651540064,13.360878270532966,79.06,10.986838136829812,3.0453961581377222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23908000000000001,0.004202574526770612,0.0011648942269579675,20000.0,0.0,0.0,0.0,0.0,0.0,3465408.348508082,69119.57186699945,19158.96784810756
4000,0.005,25,150.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.6,9.060324352379643e-08,gas_kinetic,281290792.9634811,3610292.0421683504,1000721.8981517793,280.44,10.579456411327742,2.9324757049291983,0.285982052678802,0.010282724860338174,0.002850225915305682,6.98,31.25633976508132,8.66381536276022,1488.02,32.26579031249344,8.943620779080472,0.0,0.0,0.0,1495.0,32.993505854507625,9.145333236137436,1495.0,32.993505854507625,9.145333236137436,6.98,31.25633976508132,8.66381536276022,1488.02,32.26579031249344,8.943620779080472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14949999999999997,0.003299350585450761,0.0009145333236137432,20000.0,0.0,0.0,0.0,0.0,0.0,2168328.5391200213,51792.81782779465,14356.236659494898
4000,0.005,25,200.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.6,9.060324352379643e-08,gas_kinetic,281503860.8485457,3675190.296707148,1018710.7765334286,278.76,10.098615787142638,2.7991934838449444,0.2842674209935358,0.009725605635279641,0.0026958003447741154,0.0,0.0,0.0,1503.08,31.534781574946603,8.740995494793484,0.0,0.0,0.0,1503.08,31.534781574946603,8.740995494793484,1503.08,31.534781574946603,8.740995494793484,0.0,0.0,0.0,1503.08,31.534781574946603,8.740995494793484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150308,0.0031534781574946583,0.0008740995494793478,20000.0,0.0,0.0,0.0,0.0,0.0,2178377.655418719,48667.7377906886,13490.008667387448
4000,0.005,25,250.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.6,9.060324352379643e-08,gas_kinetic,281503849.59047353,3675196.282095296,1018712.4355983791,278.76,10.098615787142638,2.7991934838449444,0.2842674209935358,0.009725605635279641,0.0026958003447741154,0.0,0.0,0.0,1503.08,31.534781574946603,8.740995494793484,0.0,0.0,0.0,1503.08,31.534781574946603,8.740995494793484,1503.08,31.534781574946603,8.740995494793484,0.0,0.0,0.0,1503.08,31.534781574946603,8.740995494793484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150308,0.0031534781574946583,0.0008740995494793478,20000.0,0.0,0.0,0.0,0.0,0.0,2178377.743228448,48667.743081769564,13490.010134000264
4000,0.005,25,100.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.9,9.060324352379643e-08,gas_kinetic,281661502.751095,3930727.070832073,1089541.9565773264,16.38,9.724553397226538,2.6955086792663083,0.01671949277984685,0.009948301085915354,0.0027575283743814065,2292.98,44.60460761410376,12.36376644231037,118.08,13.752684339088578,3.8120496114295257,0.0,0.0,0.0,2411.06,39.72631369759847,11.011572356389435,2411.06,39.72631369759847,11.011572356389435,2292.98,44.60460761410376,12.36376644231037,118.08,13.752684339088578,3.8120496114295257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24110600000000001,0.003972631369759848,0.0011011572356389436,20000.0,0.0,0.0,0.0,0.0,0.0,3492368.511709522,62962.36912189454,17452.27832093955
4000,0.005,25,150.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.9,9.060324352379643e-08,gas_kinetic,281504365.001563,3235266.7063907906,896770.17859811,233.68,12.90536986794921,3.577186022560191,0.23830362903256888,0.013015407425741287,0.0036076868774537847,5.5,25.280669391809212,7.007444041874326,1895.86,33.2510610541151,9.216723895180976,0.0,0.0,0.0,1901.36,26.570476173407823,7.364960241576326,1901.36,26.570476173407823,7.364960241576326,5.5,25.280669391809212,7.007444041874326,1895.86,33.2510610541151,9.216723895180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190136,0.0026570476173407827,0.0007364960241576327,20000.0,0.0,0.0,0.0,0.0,0.0,2755544.7221018355,44274.41902861643,12272.242835865922
4000,0.005,25,200.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.9,9.060324352379643e-08,gas_kinetic,281305884.5463907,3452574.439580841,957004.8091213509,234.98,12.019524932036072,3.331642333744725,0.2396358546846521,0.01222444807266211,0.0033884441303493416,0.0,0.0,0.0,1907.34,32.298739471201834,8.952753819914852,0.0,0.0,0.0,1907.34,32.298739471201834,8.952753819914852,1907.34,32.298739471201834,8.952753819914852,0.0,0.0,0.0,1907.34,32.298739471201834,8.952753819914852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190734,0.003229873947120184,0.0008952753819914854,20000.0,0.0,0.0,0.0,0.0,0.0,2766205.5210559852,52729.1131498442,14615.764481889373
4000,0.005,25,250.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.4,0.9,9.060324352379643e-08,gas_kinetic,281305873.83501905,3452578.877162233,957006.0391561575,234.98,12.019524932036072,3.331642333744725,0.2396358546846521,0.01222444807266211,0.0033884441303493416,0.0,0.0,0.0,1907.34,32.298739471201834,8.952753819914852,0.0,0.0,0.0,1907.34,32.298739471201834,8.952753819914852,1907.34,32.298739471201834,8.952753819914852,0.0,0.0,0.0,1907.34,32.298739471201834,8.952753819914852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190734,0.003229873947120184,0.0008952753819914854,20000.0,0.0,0.0,0.0,0.0,0.0,2766205.6267993967,52729.1076801898,14615.762965778526
4000,0.005,25,100.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.3,9.060324352379643e-08,gas_kinetic,281336253.72364795,3488749.3672497645,967031.9874934935,23.32,14.660010858363883,4.063547691365268,0.023784954711453355,0.014951391414056731,0.0041443142607651045,3334.0,48.865078720568405,13.544708782399125,59.3,9.643121689492846,2.6729369614714074,0.0,0.0,0.0,3393.3,43.813263297959516,12.14441698888835,3393.3,43.813263297959516,12.14441698888835,3334.0,48.865078720568405,13.544708782399125,59.3,9.643121689492846,2.6729369614714074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33933,0.004381326329795951,0.0012144416988888347,20000.0,0.0,0.0,0.0,0.0,0.0,4920741.964288366,75620.9640887367,20961.06183074796
4000,0.005,25,150.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.3,9.060324352379643e-08,gas_kinetic,281172966.1569705,3370043.503301362,934128.4007186004,518.66,10.875191764670973,3.0144493626531528,0.528920301680791,0.009884873799656411,0.0027399472276048303,7.66,28.66243363779176,7.944821266712047,1398.96,35.74339385231392,9.907563300832349,0.0,0.0,0.0,1406.62,37.27443179051993,10.33194536570921,1406.62,37.27443179051993,10.33194536570921,7.66,28.66243363779176,7.944821266712047,1398.96,35.74339385231392,9.907563300832349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140662,0.0037274431790519933,0.001033194536570921,20000.0,0.0,0.0,0.0,0.0,0.0,2040904.0273141486,54458.19139445513,15095.040519060249
4000,0.005,25,200.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.3,9.060324352379643e-08,gas_kinetic,281102276.5745472,3485580.960333884,966153.7499033087,520.22,9.26104415147181,2.567030471186503,0.530507703465341,0.007758236442947471,0.0021504734267518482,0.0,0.0,0.0,1390.62,36.09900784435687,10.006134470413638,0.0,0.0,0.0,1390.62,36.09900784435687,10.006134470413638,1390.62,36.09900784435687,10.006134470413638,0.0,0.0,0.0,1390.62,36.09900784435687,10.006134470413638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139062,0.003609900784435686,0.0010006134470413636,20000.0,0.0,0.0,0.0,0.0,0.0,2018243.7178090052,54256.916968469865,15039.250094554754
4000,0.005,25,250.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.3,9.060324352379643e-08,gas_kinetic,281102260.34360766,3485583.7780053313,966154.530921987,520.22,9.26104415147181,2.567030471186503,0.530507703465341,0.007758236442947471,0.0021504734267518482,0.0,0.0,0.0,1390.62,36.09900784435687,10.006134470413638,0.0,0.0,0.0,1390.62,36.09900784435687,10.006134470413638,1390.62,36.09900784435687,10.006134470413638,0.0,0.0,0.0,1390.62,36.09900784435687,10.006134470413638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139062,0.003609900784435686,0.0010006134470413636,20000.0,0.0,0.0,0.0,0.0,0.0,2018243.8344760174,54256.915926266425,15039.249805670699
4000,0.005,25,100.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.6,9.060324352379643e-08,gas_kinetic,281218184.195753,3805301.568106657,1054775.780961064,26.14,15.737657943640166,4.36225622356138,0.026678760526407986,0.016093773027557795,0.0044609662887240015,3294.6,55.71172155271588,15.442501351788835,117.62,16.03807968554839,4.4455288819217,0.0,0.0,0.0,3412.22,49.6823748158936,13.771251702005886,3412.22,49.6823748158936,13.771251702005886,3294.6,55.71172155271588,15.442501351788835,117.62,16.03807968554839,4.4455288819217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3412220000000001,0.00496823748158936,0.0013771251702005883,20000.0,0.0,0.0,0.0,0.0,0.0,4950374.29905454,85624.75186292129,23733.970330437347
4000,0.005,25,150.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.6,9.060324352379643e-08,gas_kinetic,281064849.8084529,3475053.517251477,963235.6915575955,439.06,13.26866801982807,3.677887132580335,0.4477508237552421,0.013003233430050937,0.0036043124180103257,2.0,6.240094190811873,1.729665863685816,2381.54,35.46956729481814,9.831662451488048,0.0,0.0,0.0,2383.54,35.130781897570884,9.737755930397928,2383.54,35.130781897570884,9.737755930397928,2.0,6.240094190811873,1.729665863685816,2381.54,35.46956729481814,9.831662451488048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238354,0.0035130781897570883,0.0009737755930397927,20000.0,0.0,0.0,0.0,0.0,0.0,3459774.800851188,57548.55005373247,15951.644236255492
4000,0.005,25,200.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.6,9.060324352379643e-08,gas_kinetic,281239041.0033142,3605008.38296669,999257.3425413979,444.3,13.589086257218417,3.7667025367023608,0.45306788926154795,0.012400706323553171,0.0034373004248918404,0.0,0.0,0.0,2379.16,30.824956758828932,8.544242093948416,0.0,0.0,0.0,2379.16,30.824956758828932,8.544242093948416,2379.16,30.824956758828932,8.544242093948416,0.0,0.0,0.0,2379.16,30.824956758828932,8.544242093948416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237916,0.0030824956758828967,0.0008544242093948425,20000.0,0.0,0.0,0.0,0.0,0.0,3451284.985193265,51224.73082555934,14198.770976233764
4000,0.005,25,250.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.6,9.060324352379643e-08,gas_kinetic,281239028.710076,3605008.8475959618,999257.4713300613,444.3,13.589086257218417,3.7667025367023608,0.45306788926154795,0.012400706323553171,0.0034373004248918404,0.0,0.0,0.0,2379.16,30.824956758828932,8.544242093948416,0.0,0.0,0.0,2379.16,30.824956758828932,8.544242093948416,2379.16,30.824956758828932,8.544242093948416,0.0,0.0,0.0,2379.16,30.824956758828932,8.544242093948416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237916,0.0030824956758828967,0.0008544242093948425,20000.0,0.0,0.0,0.0,0.0,0.0,3451285.135958271,51224.720082057225,14198.76799828691
4000,0.005,25,100.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.9,9.060324352379643e-08,gas_kinetic,281132673.72177947,3553902.764579631,985091.5878486552,24.68,14.134109849031518,3.917775368752016,0.025124570687031264,0.014305625131969061,0.003965316979651784,3251.3,43.7120681043483,12.116367112298965,177.42,20.408171632651346,5.656856568802147,0.0,0.0,0.0,3428.72,39.8686824053002,11.051034948818142,3428.72,39.8686824053002,11.051034948818142,3251.3,43.7120681043483,12.116367112298965,177.42,20.408171632651346,5.656856568802147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342872,0.003986868240530016,0.0011051034948818131,20000.0,0.0,0.0,0.0,0.0,0.0,4975809.466109143,77109.27937268045,21373.601780037483
4000,0.005,25,150.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.9,9.060324352379643e-08,gas_kinetic,281250854.15052086,3503620.057554928,971153.9325481302,372.84,14.627845964154135,4.054632037559019,0.38020865756223843,0.014250607338728054,0.003950066825414623,3.58,12.591039898049951,3.4900582000877867,3005.72,40.20104577784828,11.143161375480478,0.0,0.0,0.0,3009.3,38.200464790419524,10.588628617531167,3009.3,38.200464790419524,10.588628617531167,3.58,12.591039898049951,3.4900582000877867,3005.72,40.20104577784828,11.143161375480478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30093,0.0038200464790419508,0.0010588628617531162,20000.0,0.0,0.0,0.0,0.0,0.0,4365339.345220408,73776.42818303999,20449.782562700355
4000,0.005,25,200.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.9,9.060324352379643e-08,gas_kinetic,281189341.9180609,3324819.047337136,921592.821079392,371.8,13.890240297064846,3.850178177695157,0.3791179852843614,0.012541675386974902,0.003476375055719585,0.0,0.0,0.0,3011.48,34.91578205818529,9.678161015399567,0.0,0.0,0.0,3011.48,34.91578205818529,9.678161015399567,3011.48,34.91578205818529,9.678161015399567,0.0,0.0,0.0,3011.48,34.91578205818529,9.678161015399567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30114799999999997,0.003491578205818532,0.0009678161015399576,20000.0,0.0,0.0,0.0,0.0,0.0,4369290.497755358,61206.0554926902,16965.453020316058
4000,0.005,25,250.0,100.0,1000.0,0.5,constant,0,0.0,0.0,pulse,2.0,True,True,True,0.2,0.15,45.0,5.0,1.75,0.25,True,0.5,1e-06,1.1e-15,rate_only,200.0,diffusion_limited,False,False,True,0.051,1000000000000.0,20.0,0.45,1.0,1.0,1.0,1.0,False,grain_cache_rerun,0.6,0.9,9.060324352379643e-08,gas_kinetic,281189331.62525284,3324819.305188876,921592.8925522477,371.8,13.890240297064846,3.850178177695157,0.3791179852843614,0.012541675386974902,0.003476375055719585,0.0,0.0,0.0,3011.48,34.91578205818529,9.678161015399567,0.0,0.0,0.0,3011.48,34.91578205818529,9.678161015399567,3011.48,34.91578205818529,9.678161015399567,0.0,0.0,0.0,3011.48,34.91578205818529,9.678161015399567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30114799999999997,0.003491578205818532,0.0009678161015399576,20000.0,0.0,0.0,0.0,0.0,0.0,4369290.657503182,61206.03893983432,16965.448432098496
