E_chem_mean_eV,E_h2_bind_eV,E_phys_mean_meV,adsorption_rate_cm2_s_ci95,adsorption_rate_cm2_s_mean,adsorption_rate_cm2_s_std,adsorption_rate_s_ci95,adsorption_rate_s_mean,adsorption_rate_s_std,arrival_rate_per_site_s,beam_dissociation_fraction,chemisorption_fraction,diffusion_mode,diffusion_rate_cap_s,enable_LH,enable_chemisorption_diffusion,enable_diffusion,enable_grain_cache,enable_h2_blocking,epsilon_ci95,epsilon_mean,epsilon_std,er_blocking_strength,er_cross_section_cm2,er_reaction_probability,final_h_atoms_on_surface_ci95,final_h_atoms_on_surface_mean,final_h_atoms_on_surface_std,final_time_ci95,final_time_mean,final_time_std,gas_flux_h_cm2_s,gas_temperature_k,grain_cache_dir,grain_radius_um,h2_beam_stick_probability,h2_desorption_prefactor_s,h2_formed_ER_ci95,h2_formed_ER_mean,h2_formed_ER_std,h2_formed_LH_ci95,h2_formed_LH_mean,h2_formed_LH_std,h2_formed_UV_ci95,h2_formed_UV_mean,h2_formed_UV_std,h2_on_surface_ci95,h2_on_surface_mean,h2_on_surface_std,h2_release_rate_cm2_s_ci95,h2_release_rate_cm2_s_mean,h2_release_rate_cm2_s_std,h2_release_rate_s_ci95,h2_release_rate_s_mean,h2_release_rate_s_std,h2_stick_prob_lowT,h2_stick_transition_K,h_gas_density_cm3,heterogeneity_E_bind_sigma_meV,heterogeneity_E_chem_sigma_eV,impinging_h2_molecules_ci95,impinging_h2_molecules_mean,impinging_h2_molecules_std,impinging_h_atoms_ci95,impinging_h_atoms_mean,impinging_h_atoms_std,initial_h_count,initial_h_coverage,lh_exclude_chemisorption,lh_formation_mode,porosity_fraction,rng_seed,site_area_angstroms_sq,sticking_blocking_strength,sticking_probability,sticking_temp_model,surface_defect_fraction,surface_temperature_k,total_h2_desorbed_ER_ci95,total_h2_desorbed_ER_mean,total_h2_desorbed_ER_std,total_h2_desorbed_LH_ci95,total_h2_desorbed_LH_mean,total_h2_desorbed_LH_std,total_h2_desorbed_UV_ci95,total_h2_desorbed_UV_mean,total_h2_desorbed_UV_std,total_h2_desorbed_beam_ci95,total_h2_desorbed_beam_mean,total_h2_desorbed_beam_std,total_h2_desorbed_ci95,total_h2_desorbed_mean,total_h2_desorbed_std,total_h2_formed_ci95,total_h2_formed_mean,total_h2_formed_std,total_h2_released_beam_ci95,total_h2_released_beam_mean,total_h2_released_beam_std,total_h2_released_formed_ci95,total_h2_released_formed_gas_ci95,total_h2_released_formed_gas_mean,total_h2_released_formed_gas_std,total_h2_released_formed_mean,total_h2_released_formed_std,total_h2_released_total_gas_ci95,total_h2_released_total_gas_mean,total_h2_released_total_gas_std,use_3d_lattice,uv_defect_creation_rate,uv_flux_factor,uv_pulse_duration,uv_pulse_enabled,uv_stimulated_diffusion_factor
1.75,0.051,45.0,4983.4056382846475,1116890.059218046,11370.646700673675,1.5655830543093028e-08,3.5088136049068834e-06,3.572194014140149e-08,9.060324352379643e-09,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0015775516967090073,0.27168000000000003,0.0035995028896545628,1.0,1.1e-15,0.9,2.4735103544728103,7.8,5.643813566990618,5930432.681063595,2839943876.788059,13531480.21514748,3624129.740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.7604696235275834,57.4,8.580271128092571,17.22559549654311,2659.4,39.303676003249635,0.0,0.0,0.0,0.0,0.0,0.0,1639.3977979390831,304507.30597956036,3740.617263627811,5.1503200783166994e-09,9.566379154298064e-07,1.1751495715304267e-08,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,3.7604696235275834,57.4,8.580271128092571,17.22559549654311,2659.4,39.303676003249635,0.0,0.0,0.0,0.0,0.0,0.0,15.775516967090093,2716.8,35.995028896545676,15.775516967090093,2716.8,35.995028896545676,0.0,0.0,0.0,0.0,15.775516967090093,2716.8,35.995028896545676,0.0,0.0,15.775516967090093,2716.8,35.995028896545676,True,0.5,100.0,1e-06,True,2.0
1.75,0.051,45.0,45789.64595850845,11196157.794853723,104478.32758048308,1.4385241535372737e-07,3.517376707674456e-05,3.282283463861927e-07,9.060324352379643e-08,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0013251683595123453,0.27503500000000003,0.003023639319899474,1.0,1.1e-15,0.9,2.3840188978410297,8.7,5.439620729812928,690843.7922383698,283680097.3570571,1576299.674774221,36241297.40951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.9011450008211366,61.15,6.619548402469127,14.381646081029807,2689.2,32.8146308831899,0.0,0.0,0.0,0.0,0.0,0.0,15901.281752196777,3086165.40285705,36281.986660498944,4.9955349935362915e-08,9.695474557378695e-06,1.1398322275026655e-07,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,2.9011450008211366,61.15,6.619548402469127,14.381646081029807,2689.2,32.8146308831899,0.0,0.0,0.0,0.0,0.0,0.0,13.251683595123419,2750.35,30.23639319899466,13.251683595123419,2750.35,30.23639319899466,0.0,0.0,0.0,0.0,13.251683595123419,2750.35,30.23639319899466,0.0,0.0,13.251683595123419,2750.35,30.23639319899466,True,0.5,0.0,1e-06,True,2.0
1.75,0.051,45.0,53038.404752553666,11210506.85953689,121017.8351478142,1.6662506272874457e-07,3.5218845992939094e-05,3.8018874185371376e-07,9.060324352379643e-08,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.001945738111874257,0.27525000000000005,0.0044395945760846225,1.0,1.1e-15,0.9,2.2834099615775476,8.75,5.210061116926102,961636.6241455338,282694150.68325853,2194168.225757989,36241297.40951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.9335804234016134,60.15,8.975258389477972,20.28898986357405,2692.35,46.29342911199567,0.0,0.0,0.0,0.0,0.0,0.0,23365.99851207392,3099421.1263510063,53314.24595424104,7.34064492693215e-08,9.737118640925326e-06,1.6749164342152312e-07,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,3.9335804234016134,60.15,8.975258389477972,20.28898986357405,2692.35,46.29342911199567,0.0,0.0,0.0,0.0,0.0,0.0,19.457381118742575,2752.5,44.395945760846224,19.457381118742575,2752.5,44.395945760846224,0.0,0.0,0.0,0.0,19.457381118742575,2752.5,44.395945760846224,0.0,0.0,19.457381118742575,2752.5,44.395945760846224,True,0.5,1.0,1e-06,True,2.0
1.75,0.051,45.0,36928.72655492017,11163350.658087496,84260.34989724809,1.1601501605136351e-07,3.5070700416894475e-05,2.647116962261001e-07,9.060324352379643e-08,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0012952088878470105,0.2747,0.002955280732946752,1.0,1.1e-15,0.9,1.9371723288285292,7.2,4.42005001162466,708468.8396252482,283759628.9863926,1616514.7809616856,36241297.40951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.390051575449926,59.6,7.735087520343155,12.586641339552276,2687.4,28.718964942497863,0.0,0.0,0.0,0.0,0.0,0.0,16598.308197640225,3081570.9117874447,37872.3933075669,5.214512309572572e-08,9.681040537987439e-06,1.1897963258891529e-07,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,3.390051575449926,59.6,7.735087520343155,12.586641339552276,2687.4,28.718964942497863,0.0,0.0,0.0,0.0,0.0,0.0,12.952088878470123,2747.0,29.552807329467562,12.952088878470123,2747.0,29.552807329467562,0.0,0.0,0.0,0.0,12.952088878470123,2747.0,29.552807329467562,0.0,0.0,12.952088878470123,2747.0,29.552807329467562,True,0.5,10.0,1e-06,True,2.0
1.75,0.051,45.0,36147.221965020624,11197422.11167671,82477.18929750985,1.1355984697298867e-07,3.517773904518746e-05,2.591097319857922e-07,9.060324352379643e-08,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0016369829366052802,0.2752449999999999,0.0037351072696496282,1.0,1.1e-15,0.9,2.1095474196588886,9.7,4.8133586042005625,963213.6621739028,283569826.94671726,2197766.556609556,36241297.40951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.7329250187106737,60.6,6.235720529843828,17.035495642612624,2691.85,38.869924782942135,0.0,0.0,0.0,0.0,0.0,0.0,14715.196210516959,3089643.8811786533,33575.69288669717,4.6229152311092516e-08,9.706402519319516e-06,1.0548115011203508e-07,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,2.7329250187106737,60.6,6.235720529843828,17.035495642612624,2691.85,38.869924782942135,0.0,0.0,0.0,0.0,0.0,0.0,16.369829366052787,2752.45,37.351072696496246,16.369829366052787,2752.45,37.351072696496246,0.0,0.0,0.0,0.0,16.369829366052787,2752.45,37.351072696496246,0.0,0.0,16.369829366052787,2752.45,37.351072696496246,True,0.5,100.0,1e-06,True,2.0
1.75,0.051,45.0,371410.98828572675,112237284.83765388,847449.2014257788,1.1668220322609625e-06,0.0003526038295048386,2.66234018548976e-06,9.060324352379643e-07,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0011350088884418976,0.275455,0.0025897520710434275,1.0,1.1e-15,0.9,2.4949766373761157,9.25,5.692793228006978,60202.76248289961,28367657.606370192,137364.76463779344,362412974.0951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.057900862390821,59.95,6.977218568123577,11.270470928375993,2694.6,25.71585625947335,0.0,0.0,0.0,0.0,0.0,0.0,147762.49095379337,30909252.453581143,337149.97377283644,4.642095560565658e-07,9.710428043612283e-05,1.0591878807627352e-06,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,3.057900862390821,59.95,6.977218568123577,11.270470928375993,2694.6,25.71585625947335,0.0,0.0,0.0,0.0,0.0,0.0,11.350088884418945,2754.55,25.8975207104342,11.350088884418945,2754.55,25.8975207104342,0.0,0.0,0.0,0.0,11.350088884418945,2754.55,25.8975207104342,0.0,0.0,11.350088884418945,2754.55,25.8975207104342,True,0.5,0.0,1e-06,True,2.0
1.75,0.051,45.0,435973.3270773018,112169933.13563268,994761.2201240781,1.3696506015071521e-06,0.000352392237892562,3.125134541217825e-06,9.060324352379643e-07,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0013579929733947352,0.27572499999999994,0.0030985353076302975,1.0,1.1e-15,0.9,3.431767965410985,10.05,7.830271891495011,66604.0018572323,28402691.66300268,151970.48543499355,362412974.0951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.0993583037036623,58.7,7.071812095622272,14.300490819696034,2698.55,32.62945875964492,0.0,0.0,0.0,0.0,0.0,0.0,155517.50364680067,30901099.73774483,354844.6018829773,4.885726469614135e-07,9.70786679239447e-05,1.114777194441558e-06,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,3.0993583037036623,58.7,7.071812095622272,14.300490819696034,2698.55,32.62945875964492,0.0,0.0,0.0,0.0,0.0,0.0,13.57992973394735,2757.25,30.98535307630297,13.57992973394735,2757.25,30.98535307630297,0.0,0.0,0.0,0.0,13.57992973394735,2757.25,30.98535307630297,0.0,0.0,13.57992973394735,2757.25,30.98535307630297,True,0.5,1.0,1e-06,True,2.0
1.75,0.051,45.0,442958.2789199986,111802830.3306117,1010698.798838193,1.3915944749018453e-06,0.0003512389504171959,3.1752039214220933e-06,9.060324352379643e-07,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0015802409036865894,0.27452,0.003605638858641747,1.0,1.1e-15,0.9,1.770863839159325,11.3,4.040583595159699,73732.11869288079,28354511.373612057,168234.72400241264,362412974.0951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.6265575673734567,62.45,8.27472371935033,16.848486391489608,2682.75,38.443225397296835,0.0,0.0,0.0,0.0,0.0,0.0,200710.8143520984,30819033.86723869,457962.2701128903,6.305516198645774e-07,9.682085038805212e-05,1.4387309034079612e-06,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,3.6265575673734567,62.45,8.27472371935033,16.848486391489608,2682.75,38.443225397296835,0.0,0.0,0.0,0.0,0.0,0.0,15.802409036865901,2745.2,36.056388586417484,15.802409036865901,2745.2,36.056388586417484,0.0,0.0,0.0,0.0,15.802409036865901,2745.2,36.056388586417484,0.0,0.0,15.802409036865901,2745.2,36.056388586417484,True,0.5,10.0,1e-06,True,2.0
1.75,0.051,45.0,372189.81974878954,111452734.18288486,849226.2627466196,1.169268803463711e-06,0.0003501390909314473,2.667922988280305e-06,9.060324352379643e-07,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0011425038394499594,0.27421000000000006,0.0026068533158822606,1.0,1.1e-15,0.9,2.4714659617320245,7.7,5.639148871948675,59371.496637303106,28405899.997524746,135468.06368052034,362412974.0951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.966018206282625,60.7,6.767569726275452,11.640242862360598,2681.4,26.55956562739288,0.0,0.0,0.0,0.0,0.0,0.0,117626.60015064187,30727457.275474917,268388.85091736965,3.6953486290000116e-07,9.65331540401263e-05,8.431684423474161e-07,0.45,20.0,10000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,40.0,2.966018206282625,60.7,6.767569726275452,11.640242862360598,2681.4,26.55956562739288,0.0,0.0,0.0,0.0,0.0,0.0,11.425038394499577,2742.1,26.068533158822564,11.425038394499577,2742.1,26.068533158822564,0.0,0.0,0.0,0.0,11.425038394499577,2742.1,26.068533158822564,0.0,0.0,11.425038394499577,2742.1,26.068533158822564,True,0.5,100.0,1e-06,True,2.0
1.75,0.051,45.0,462.42478270859,111969.89177087488,1055.1155598132414,1.4527503001951671e-09,3.5176378941062485e-07,3.3147432913975713e-09,9.060324352379643e-10,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0013102559300019493,0.27509000000000006,0.002989613599394454,1.0,1.1e-15,0.9,2.208693397988003,8.15,5.0395801830165015,68482422.74356285,28367040619.837883,156256482.16171855,362412.9740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.873836203807689,60.95,6.5572378652182985,14.179090157136688,2689.95,32.35245862291409,0.0,0.0,0.0,0.0,0.0,0.0,159.65723117933663,30868.927654898405,364.2902265473425,5.015779845654918e-10,9.697759634482369e-08,1.144451499495694e-09,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,2.873836203807689,60.95,6.5572378652182985,14.179090157136688,2689.95,32.35245862291409,0.0,0.0,0.0,0.0,0.0,0.0,13.102559300019452,2750.9,29.896135993944448,13.102559300019452,2750.9,29.896135993944448,0.0,0.0,0.0,0.0,13.102559300019452,2750.9,29.896135993944448,0.0,0.0,13.102559300019452,2750.9,29.896135993944448,True,0.5,0.0,1e-06,True,2.0
1.75,0.051,45.0,349.7370557698579,111721.43771799254,797.9957458694258,1.0987313650947062e-09,3.509832479833351e-07,2.5069775728192885e-09,9.060324352379643e-10,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0017225888937416568,0.27498999999999996,0.003930434554788273,1.0,1.1e-15,0.9,2.2414064663439386,8.95,5.114221657094531,84215517.64914532,28360002549.98168,192154716.55492064,362412.9740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.7604376083283757,58.75,6.298496061091008,17.152004093430385,2691.15,39.135762350270404,0.0,0.0,0.0,0.0,0.0,0.0,151.67327663489158,30864.13441585158,346.07322135280424,4.76495651622068e-10,9.696253794024726e-08,1.0872210898061246e-09,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,2.7604376083283757,58.75,6.298496061091008,17.152004093430385,2691.15,39.135762350270404,0.0,0.0,0.0,0.0,0.0,0.0,17.225888937416567,2749.9,39.304345547882725,17.225888937416567,2749.9,39.304345547882725,0.0,0.0,0.0,0.0,17.225888937416567,2749.9,39.304345547882725,0.0,0.0,17.225888937416567,2749.9,39.304345547882725,True,0.5,1.0,1e-06,True,2.0
1.75,0.051,45.0,508.1039007239039,111668.11805321174,1159.3416955627079,1.5962554817745363e-09,3.5081573931616777e-07,3.6421793537801427e-09,9.060324352379643e-10,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.001554960784071416,0.27182,0.003547957158704142,1.0,1.1e-15,0.9,2.2051432701993,7.5,5.0314798492773685,59169110.42256651,28399068313.59209,135006278.64596942,362412.9740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.598924517715053,56.8,8.211673334185209,16.81216086177221,2661.4,38.36034136284093,0.0,0.0,0.0,0.0,0.0,0.0,158.6544096846586,30466.75100222202,362.0020867193853,4.98427527924949e-10,9.571412112733024e-08,1.137263096221797e-09,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,3.598924517715053,56.8,8.211673334185209,16.81216086177221,2661.4,38.36034136284093,0.0,0.0,0.0,0.0,0.0,0.0,15.54960784071418,2718.2,35.47957158704146,15.54960784071418,2718.2,35.47957158704146,0.0,0.0,0.0,0.0,15.54960784071418,2718.2,35.47957158704146,0.0,0.0,15.54960784071418,2718.2,35.47957158704146,True,0.5,10.0,1e-06,True,2.0
1.75,0.051,45.0,479.4585392079787,112134.2519890831,1093.98151638958,1.5062634244766802e-09,3.5228014226469024e-07,3.4368442950525286e-09,9.060324352379643e-10,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0020486207324107507,0.211,0.0046743420589651485,1.0,1.1e-15,0.9,1.4570482056830552,6.0,3.3245498310218435,71177467.08490795,28374392477.11912,162405770.27357957,362412.9740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.5942979985466508,50.25,5.919414978206084,20.783528675624993,2059.75,47.42181931736088,0.0,0.0,0.0,0.0,0.0,0.0,223.7736612454582,23670.48988311595,510.58481440699467,7.030056902356227e-10,7.436303712366861e-08,1.604049501975523e-09,0.45,20.0,10.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,2.5942979985466508,50.25,5.919414978206084,20.783528675624993,2059.75,47.42181931736088,0.0,0.0,0.0,0.0,0.0,0.0,20.486207324107497,2110.0,46.743420589651464,20.486207324107497,2110.0,46.743420589651464,0.0,0.0,0.0,0.0,20.486207324107497,2110.0,46.743420589651464,0.0,0.0,20.486207324107497,2110.0,46.743420589651464,True,0.5,100.0,1e-06,True,2.0
1.75,0.051,45.0,4624.229100104076,1119697.6919281627,10551.112868740196,1.4527444169403151e-08,3.5176340432029643e-06,3.314729867563104e-08,9.060324352379643e-09,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0013102559300019493,0.27509000000000006,0.002989613599394454,1.0,1.1e-15,0.9,2.208693397988003,8.15,5.0395801830165015,6848258.32289793,2836707166.827462,15625684.83416171,3624129.740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.873836203807689,60.95,6.5572378652182985,14.179090157136688,2689.95,32.35245862291409,0.0,0.0,0.0,0.0,0.0,0.0,1596.563528648525,308688.93851210864,3642.882224954118,5.015752252591612e-09,9.697749014740722e-07,1.1444452035808715e-08,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,2.873836203807689,60.95,6.5572378652182985,14.179090157136688,2689.95,32.35245862291409,0.0,0.0,0.0,0.0,0.0,0.0,13.102559300019452,2750.9,29.896135993944448,13.102559300019452,2750.9,29.896135993944448,0.0,0.0,0.0,0.0,13.102559300019452,2750.9,29.896135993944448,0.0,0.0,13.102559300019452,2750.9,29.896135993944448,True,0.5,0.0,1e-06,True,2.0
1.75,0.051,45.0,3441.1656889596416,1115633.2964303822,7851.714696279241,1.0810740848220873e-08,3.504865368165855e-06,2.4666889207913888e-08,9.060324352379643e-09,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0011611960757407806,0.275175,0.0026495034291452854,1.0,1.1e-15,0.9,1.82927192879399,7.5,4.1738534511382825,6623232.491934836,2840915110.2679734,15112242.941583289,3624129.740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.5132836342568243,60.05,8.016266357587519,11.739436407166007,2691.7,26.785895738733768,0.0,0.0,0.0,0.0,0.0,0.0,1360.6029250619222,308324.78107336734,3104.4904396158267,4.274460153827318e-09,9.686308671397723e-07,9.753044358236828e-09,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,3.5132836342568243,60.05,8.016266357587519,11.739436407166007,2691.7,26.785895738733768,0.0,0.0,0.0,0.0,0.0,0.0,11.611960757407807,2751.75,26.495034291452864,11.611960757407807,2751.75,26.495034291452864,0.0,0.0,0.0,0.0,11.611960757407807,2751.75,26.495034291452864,0.0,0.0,11.611960757407807,2751.75,26.495034291452864,True,0.5,1.0,1e-06,True,2.0
1.75,0.051,45.0,2928.44158333505,1118381.7453180845,6681.831069871721,9.199970564672278e-09,3.513499875000225e-06,2.0991591401637082e-08,9.060324352379643e-09,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.001624261018043851,0.27513499999999996,0.003706079642397004,1.0,1.1e-15,0.9,2.1958400382733276,8.55,5.0102526462192865,8573429.607483782,2836794001.1428127,19562011.63535008,3624129.740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.858404560516049,59.3,6.5220274535809155,16.51860462438768,2692.05,37.69053350364616,0.0,0.0,0.0,0.0,0.0,0.0,1439.9276708416899,308719.4562767996,3285.485872127511,4.523666192416901e-09,9.698707758594293e-07,1.032165827934881e-08,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,2.858404560516049,59.3,6.5220274535809155,16.51860462438768,2692.05,37.69053350364616,0.0,0.0,0.0,0.0,0.0,0.0,16.242610180438493,2751.35,37.06079642397,16.242610180438493,2751.35,37.06079642397,0.0,0.0,0.0,0.0,16.242610180438493,2751.35,37.06079642397,0.0,0.0,16.242610180438493,2751.35,37.06079642397,True,0.5,10.0,1e-06,True,2.0
1.75,0.051,45.0,4983.403507658491,1116890.0814265637,11370.641839219674,1.565582384953352e-08,3.5088136746769996e-06,3.5721924868693257e-08,9.060324352379643e-09,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0015775516967090073,0.27168000000000003,0.0035995028896545628,1.0,1.1e-15,0.9,2.4735103544728103,7.8,5.643813566990618,5930434.19625755,2839943820.2104464,13531483.672368584,3624129.740951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.7604696235275834,57.4,8.580271128092571,17.22559549654311,2659.4,39.303676003249635,0.0,0.0,0.0,0.0,0.0,0.0,1639.3974636118144,304507.3120379046,3740.6165007926074,5.150319027996622e-09,9.56637934462656e-07,1.1751493318786827e-08,0.45,20.0,100.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,3.7604696235275834,57.4,8.580271128092571,17.22559549654311,2659.4,39.303676003249635,0.0,0.0,0.0,0.0,0.0,0.0,15.775516967090093,2716.8,35.995028896545676,15.775516967090093,2716.8,35.995028896545676,0.0,0.0,0.0,0.0,15.775516967090093,2716.8,35.995028896545676,0.0,0.0,15.775516967090093,2716.8,35.995028896545676,True,0.5,100.0,1e-06,True,2.0
1.75,0.051,45.0,45789.646921599386,11196157.822684575,104478.32977796961,1.438524183793672e-07,3.517376716417777e-05,3.2822835328980123e-07,9.060324352379643e-08,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.0013251683595123453,0.27503500000000003,0.003023639319899474,1.0,1.1e-15,0.9,2.3840188978410297,8.7,5.439620729812928,690843.7885541497,283680096.6523224,1576299.6663679285,36241297.40951857,100.0,grain_cache,0.005,1.0,1000000000000.0,2.9011450008211366,61.15,6.619548402469127,14.381646081029807,2689.2,32.8146308831899,0.0,0.0,0.0,0.0,0.0,0.0,15901.282322587409,3086165.410537195,36281.987961960396,4.9955351727297854e-08,9.695474581506583e-06,1.1398322683892811e-07,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,2.9011450008211366,61.15,6.619548402469127,14.381646081029807,2689.2,32.8146308831899,0.0,0.0,0.0,0.0,0.0,0.0,13.251683595123419,2750.35,30.23639319899466,13.251683595123419,2750.35,30.23639319899466,0.0,0.0,0.0,0.0,13.251683595123419,2750.35,30.23639319899466,0.0,0.0,13.251683595123419,2750.35,30.23639319899466,True,0.5,0.0,1e-06,True,2.0
1.75,0.051,45.0,53038.40696507256,11210506.898155626,121017.84019612303,1.666250696795779e-07,3.521884611426343e-05,3.801887577134442e-07,9.060324352379643e-08,1.0,0.4,rate_only,200.0,True,False,True,True,True,0.001945738111874257,0.27525000000000005,0.0044395945760846225,1.0,1.1e-15,0.9,2.2834099615775476,8.75,5.210061116926102,961636.6501532926,282694149.7111243,2194168.285099945,36241297.40951857,100.0,grain_cache,0.005,1.0,1000000000000.0,3.9335804234016134,60.15,8.975258389477972,20.28898986357405,2692.35,46.29342911199567,0.0,0.0,0.0,0.0,0.0,0.0,23365.99910895965,3099421.1370349494,53314.247316156434,7.340645114449328e-08,9.737118674489921e-06,1.6749164770010637e-07,0.45,20.0,1000.0,5.0,0.25,0.0,0.0,0.0,0.0,20000.0,0.0,0,0.0,False,diffusion_limited,0.2,1000,25,1.0,0.5,constant,0.15,50.0,3.9335804234016134,60.15,8.975258389477972,20.28898986357405,2692.35,46.29342911199567,0.0,0.0,0.0,0.0,0.0,0.0,19.457381118742575,2752.5,44.395945760846224,19.457381118742575,2752.5,44.395945760846224,0.0,0.0,0.0,0.0,19.457381118742575,2752.5,44.395945760846224,0.0,0.0,19.457381118742575,2752.5,44.395945760846224,True,0.5,1.0,1e-06,True,2.0
