shard_id,config_path,surface_temperature_k,h_gas_density_cm3,uv_flux_factor,grain_radius_um_mrn,_mrn_weight,output_filename,raw_runs_output
159,anvil/generated_mrn_r8/config_shard_0159.yaml,220.0,1000.0,0.0,0.014532002371505055,0.01701082838755172,results/anvil_mrn_r8/aggregated_chunk_0159.csv,results/anvil_mrn_r8/raw_chunk_0159.csv
160,anvil/generated_mrn_r8/config_shard_0160.yaml,220.0,1000.0,0.0,0.020738497022272807,0.0048994135418558,results/anvil_mrn_r8/aggregated_chunk_0160.csv,results/anvil_mrn_r8/raw_chunk_0160.csv
161,anvil/generated_mrn_r8/config_shard_0161.yaml,220.0,1000.0,0.0,0.029595732766060295,0.001411116055446539,results/anvil_mrn_r8/aggregated_chunk_0161.csv,results/anvil_mrn_r8/raw_chunk_0161.csv
162,anvil/generated_mrn_r8/config_shard_0162.yaml,220.0,1000.0,0.0,0.04223581858508571,0.0004064258925946388,results/anvil_mrn_r8/aggregated_chunk_0162.csv,results/anvil_mrn_r8/raw_chunk_0162.csv
163,anvil/generated_mrn_r8/config_shard_0163.yaml,220.0,1000.0,0.0,0.060274377581823795,0.00011705770445583771,results/anvil_mrn_r8/aggregated_chunk_0163.csv,results/anvil_mrn_r8/raw_chunk_0163.csv
164,anvil/generated_mrn_r8/config_shard_0164.yaml,220.0,1000.0,0.0,0.08601705174856362,3.37146486533939e-05,results/anvil_mrn_r8/aggregated_chunk_0164.csv,results/anvil_mrn_r8/raw_chunk_0164.csv
165,anvil/generated_mrn_r8/config_shard_0165.yaml,220.0,1000.0,0.0,0.12275420316818464,9.710403421165917e-06,results/anvil_mrn_r8/aggregated_chunk_0165.csv,results/anvil_mrn_r8/raw_chunk_0165.csv
166,anvil/generated_mrn_r8/config_shard_0166.yaml,220.0,1000.0,0.0,0.1751814795920109,2.7967645628215365e-06,results/anvil_mrn_r8/aggregated_chunk_0166.csv,results/anvil_mrn_r8/raw_chunk_0166.csv
167,anvil/generated_mrn_r8/config_shard_0167.yaml,220.0,1000.0,0.0,0.24999999999999994,8.055166897396689e-07,results/anvil_mrn_r8/aggregated_chunk_0167.csv,results/anvil_mrn_r8/raw_chunk_0167.csv
168,anvil/generated_mrn_r8/config_shard_0168.yaml,250.0,1000.0,0.0,0.004999999999999999,0.7119828920923249,results/anvil_mrn_r8/aggregated_chunk_0168.csv,results/anvil_mrn_r8/raw_chunk_0168.csv
169,anvil/generated_mrn_r8/config_shard_0169.yaml,250.0,1000.0,0.0,0.007135457486209088,0.20506341864218008,results/anvil_mrn_r8/aggregated_chunk_0169.csv,results/anvil_mrn_r8/raw_chunk_0169.csv
170,anvil/generated_mrn_r8/config_shard_0170.yaml,250.0,1000.0,0.0,0.010182950707499475,0.059061820350263396,results/anvil_mrn_r8/aggregated_chunk_0170.csv,results/anvil_mrn_r8/raw_chunk_0170.csv
171,anvil/generated_mrn_r8/config_shard_0171.yaml,250.0,1000.0,0.0,0.014532002371505055,0.01701082838755172,results/anvil_mrn_r8/aggregated_chunk_0171.csv,results/anvil_mrn_r8/raw_chunk_0171.csv
172,anvil/generated_mrn_r8/config_shard_0172.yaml,250.0,1000.0,0.0,0.020738497022272807,0.0048994135418558,results/anvil_mrn_r8/aggregated_chunk_0172.csv,results/anvil_mrn_r8/raw_chunk_0172.csv
173,anvil/generated_mrn_r8/config_shard_0173.yaml,250.0,1000.0,0.0,0.029595732766060295,0.001411116055446539,results/anvil_mrn_r8/aggregated_chunk_0173.csv,results/anvil_mrn_r8/raw_chunk_0173.csv
174,anvil/generated_mrn_r8/config_shard_0174.yaml,250.0,1000.0,0.0,0.04223581858508571,0.0004064258925946388,results/anvil_mrn_r8/aggregated_chunk_0174.csv,results/anvil_mrn_r8/raw_chunk_0174.csv
175,anvil/generated_mrn_r8/config_shard_0175.yaml,250.0,1000.0,0.0,0.060274377581823795,0.00011705770445583771,results/anvil_mrn_r8/aggregated_chunk_0175.csv,results/anvil_mrn_r8/raw_chunk_0175.csv
176,anvil/generated_mrn_r8/config_shard_0176.yaml,250.0,1000.0,0.0,0.08601705174856362,3.37146486533939e-05,results/anvil_mrn_r8/aggregated_chunk_0176.csv,results/anvil_mrn_r8/raw_chunk_0176.csv
177,anvil/generated_mrn_r8/config_shard_0177.yaml,250.0,1000.0,0.0,0.12275420316818464,9.710403421165917e-06,results/anvil_mrn_r8/aggregated_chunk_0177.csv,results/anvil_mrn_r8/raw_chunk_0177.csv
178,anvil/generated_mrn_r8/config_shard_0178.yaml,250.0,1000.0,0.0,0.1751814795920109,2.7967645628215365e-06,results/anvil_mrn_r8/aggregated_chunk_0178.csv,results/anvil_mrn_r8/raw_chunk_0178.csv
179,anvil/generated_mrn_r8/config_shard_0179.yaml,250.0,1000.0,0.0,0.24999999999999994,8.055166897396689e-07,results/anvil_mrn_r8/aggregated_chunk_0179.csv,results/anvil_mrn_r8/raw_chunk_0179.csv
