surface_temperature_k,gas_temperature_k,constant,epsilon_alt,epsilon_frac_change,rate_constant,rate_alt,rate_frac_change
40.0,40.0,0.2762366666666666,0.1859833333333333,-0.3267246684606194,2533107.5230662473,1701912.2975374446,-0.328132626807198
100.0,100.0,0.2398433333333333,0.0903033333333333,-0.6234903339680069,3484749.9242965938,1308988.799209725,-0.624366503293935
150.0,300.0,0.1891699999999999,0.01898,-0.8996669662208595,4751654.377630308,475925.2633094971,-0.8998400924212747
200.0,300.0,0.1889566666666667,0.01898,-0.8995536895584526,4738922.003192655,475926.4599020217,-0.8995707336855543
